"transaction_id","customer_id","flavour_id","quantity_liters","transaction_date","country","town","postal_code","amount_dollar"
25311,19,141,36000,"2023-05-22","SPAIN","Málaga","8020MY",1481000
25312,35,316,71000,"2023-08-19","SPAIN","Seville","FGR7KR",799000
25313,62,491,86000,"2024-09-07","CHINA","Nanjing","LMRFS4",1421000
25314,66,128,63000,"2024-07-03","BRAZIL","Fortaleza","JXYSOQ",166000
25315,67,273,49000,"2024-12-05","CHINA","Chengdu","K3YIUR",748000
25316,52,276,99000,"2024-09-28","CHINA","Nanjing","BTO06S",560000
25317,31,100,69000,"2024-06-15","BRAZIL","Rio de Janeiro","FP61N4",1468000
25318,49,39,3000,"2024-04-22","BRAZIL","São Paulo","H2KTAU",1030000
25319,11,240,23000,"2023-06-17","INDIA","Bangalore","MT1XBS",1635000
25320,45,58,67000,"2024-04-12","INDIA","Kolkata","J3362T",1531000
25321,5,253,87000,"2024-07-24","GERMANY","Berlin","Q7HMGP",278000
25322,75,290,6000,"2024-09-21","SPAIN","Seville","YKE0MJ",717000
25323,65,142,88000,"2023-05-17","ISRAEL","Ramat Gan","3HAH7Q",342000
25324,41,321,74000,"2023-07-14","BRAZIL","São Paulo","CAGIMK",1890000
25325,1,52,48000,"2024-10-10","FRANCE","Lyon","SJSOBE",1584000
25326,65,202,87000,"2023-09-11","FRANCE","Paris","APEHQL",372000
25327,46,448,52000,"2024-07-02","INDIA","Bangalore","DPQ5FJ",1305000
25328,32,320,95000,"2024-05-13","SPAIN","Barcelona","2ZHJOK",1984000
25329,4,146,56000,"2024-03-28","CANADA","Ottawa","VCLI1T",1100000
25330,19,50,79000,"2023-07-27","BRAZIL","Fortaleza","P0VKD5",1880000
25331,58,297,52000,"2024-07-17","BRAZIL","Porto Alegre","TCMSYY",584000
25332,2,228,37000,"2024-01-29","GERMANY","Berlin","V9HXQ8",1531000
25333,56,332,42000,"2024-05-20","INDIA","Hyderabad","Q7RSA6",578000
25334,70,10,50000,"2024-11-16","SPAIN","Málaga","T6JH9Q",1702000
25335,65,87,94000,"2024-09-10","FRANCE","Strasbourg","ZXC92B",1323000
25336,70,126,87000,"2024-12-07","CANADA","Calgary","2FQ6AU",1379000
25337,64,499,65000,"2024-10-04","JAPAN","Tokyo","ZRYITI",1670000
25338,44,150,83000,"2024-05-19","JAPAN","Sapporo","P6S7AE",1906000
25339,30,252,19000,"2023-09-02","ISRAEL","Jerusalem","SPTFJL",1266000
25340,50,68,19000,"2024-09-25","GERMANY","Berlin","SMQ9RC",207000
25341,25,168,29000,"2024-12-08","BRAZIL","Porto Alegre","OF04UT",424000
25342,27,429,46000,"2025-01-15","INDIA","Delhi","7AYF4C",1354000
25343,25,218,98000,"2025-01-09","JAPAN","Sapporo","P1TBZZ",889000
25344,49,388,53000,"2023-04-20","JAPAN","Kyoto","KZ4FBK",1733000
25345,7,265,25000,"2024-05-06","CHINA","Guangzhou","OT7755",701000
25346,43,107,28000,"2024-07-18","BRAZIL","Porto Alegre","YJYU8A",1302000
25347,16,283,77000,"2024-06-14","CANADA","Toronto","QS76FS",403000
25348,37,284,16000,"2023-05-29","INDIA","Hyderabad","D4V4MC",914000
25349,40,143,49000,"2024-02-11","CHINA","Shenzhen","SM7B1Z",857000
25350,51,267,57000,"2023-10-14","SPAIN","Valencia","723AQ1",1034000
25351,27,42,55000,"2023-11-15","GERMANY","Munich","S9SBIH",561000
25352,4,117,94000,"2023-10-07","GERMANY","Munich","3P4H16",1308000
25353,11,35,8000,"2023-10-26","SPAIN","Málaga","J1NXUQ",104000
25354,32,122,91000,"2023-05-17","BRAZIL","São Paulo","I5HGHZ",1089000
25355,25,25,9000,"2023-06-09","FRANCE","Strasbourg","LUSXOR",219000
25356,32,268,19000,"2023-03-18","JAPAN","Osaka","2JKPFN",1942000
25357,21,374,34000,"2024-01-19","BRAZIL","São Paulo","79TQG9",1935000
25358,47,214,24000,"2024-10-13","INDIA","Bangalore","2VTRDY",1201000
25359,59,254,72000,"2023-10-06","BRAZIL","Brasília","ISAR5O",1891000
25360,11,216,69000,"2023-07-05","CANADA","Ottawa","C3IEAY",523000
25361,73,245,61000,"2023-10-13","FRANCE","Lyon","EN2I7X",590000
25362,5,265,43000,"2023-02-17","JAPAN","Nagoya","QS8QNE",1292000
25363,37,279,20000,"2023-09-16","CANADA","Vancouver","3OD0ET",1752000
25364,75,368,43000,"2023-02-18","CHINA","Chengdu","0I67HR",1600000
25365,56,162,66000,"2024-12-11","SPAIN","Madrid","YQIP8C",1183000
25366,29,236,24000,"2023-10-22","BRAZIL","Brasília","Z0SK8D",1340000
25367,1,159,93000,"2023-11-30","SPAIN","Málaga","KD988C",1936000
25368,22,330,85000,"2023-09-20","ISRAEL","Jerusalem","9C7PIB",1748000
25369,74,17,36000,"2024-08-09","ISRAEL","Beer Sheva'","VLU4M7",1750000
25370,45,21,7000,"2024-05-31","INDIA","Delhi","BMP71G",1125000
25371,36,111,92000,"2024-11-12","BRAZIL","Belém","O0LSJM",187000
25372,17,326,69000,"2024-09-02","GERMANY","Düsseldorf","VHJDE0",258000
25373,46,20,26000,"2024-03-29","JAPAN","Fukuoka","8ZMA00",1906000
25374,9,299,16000,"2024-11-14","FRANCE","Strasbourg","5X8JR4",1157000
25375,22,65,50000,"2025-01-15","SPAIN","Málaga","LX2OG8",982000
25376,14,33,14000,"2024-03-09","FRANCE","Bordeaux","4DF97P",796000
25377,25,245,0,"2024-03-21","BRAZIL","São Paulo","E3KJUD",1065000
25378,21,281,7000,"2023-06-07","JAPAN","Kyoto","DDUADF",1910000
25379,73,61,33000,"2024-01-11","GERMANY","Hamburg","M6PICQ",868000
25380,12,219,72000,"2024-01-25","GERMANY","Hamburg","MA0YQ6",1776000
25381,23,371,9000,"2024-01-30","INDIA","Kolkata","ZHOU7I",463000
25382,60,359,72000,"2024-09-06","INDIA","Chennai","2J6NKP",1529000
25383,40,32,53000,"2023-09-23","SPAIN","Madrid","TKCA0B",1892000
25384,6,298,92000,"2025-01-14","SPAIN","Málaga","BHFEEP",870000
25385,63,162,52000,"2023-03-09","SPAIN","Seville","HV2LGE",238000
25386,63,193,2000,"2023-07-21","CHINA","Shanghai","J6XQD8",1563000
25387,44,160,7000,"2024-07-12","CANADA","Montreal","DM92EY",625000
25388,72,485,11000,"2024-08-27","BRAZIL","Rio de Janeiro","2Z8AX2",1391000
25389,27,332,22000,"2023-07-13","INDIA","Chennai","HR7K0C",349000
25390,24,142,11000,"2024-05-15","CHINA","Shanghai","GJ47L2",1730000
25391,14,11,58000,"2023-03-06","BRAZIL","Brasília","MCUXB2",1691000
25392,52,283,42000,"2023-07-25","JAPAN","Osaka","XMPNQE",630000
25393,42,81,1000,"2023-07-08","INDIA","Delhi","GVGQ0K",188000
25394,16,35,0,"2023-08-11","ISRAEL","Tel Aviv","ZM9272",559000
25395,71,189,41000,"2024-08-12","CHINA","Shenzhen","J5NFK8",210000
25396,2,302,9000,"2024-01-04","JAPAN","Tokyo","7IEF9Q",64000
25397,48,376,53000,"2023-02-28","INDIA","Kolkata","VYST12",1652000
25398,55,243,40000,"2023-02-24","FRANCE","Bordeaux","NS5LIN",188000
25399,59,217,13000,"2023-07-28","SPAIN","Granada","2YK0AP",1866000
25400,14,377,47000,"2023-06-10","SPAIN","Barcelona","P8V7O6",350000
25401,68,289,49000,"2024-12-06","SPAIN","Valencia","YY5C34",1034000
25402,17,269,49000,"2024-06-23","JAPAN","Fukuoka","MOLTG7",30000
25403,13,373,46000,"2024-09-30","CHINA","Guangzhou","SXX6CQ",406000
25404,53,190,79000,"2024-05-07","GERMANY","Frankfurt","8TZKX0",1865000
25405,10,22,34000,"2024-02-02","ISRAEL","Jerusalem","ZEK8FR",1996000
25406,31,237,75000,"2024-01-03","JAPAN","Sapporo","OVGGBL",419000
25407,61,4,45000,"2024-02-20","INDIA","Delhi","SMK2N2",65000
25408,10,65,3000,"2023-11-27","INDIA","Mumbai","LG0XZA",147000
25409,65,250,1000,"2023-08-30","FRANCE","Nice","HE1JFU",1633000
25410,45,196,35000,"2023-10-30","CHINA","Guangzhou","A5V5DI",1155000
25411,47,110,86000,"2024-04-17","CHINA","Guangzhou","MTC1VK",1646000
25412,63,152,43000,"2024-10-29","BRAZIL","Porto Alegre","HTF4XK",1708000
25413,47,17,59000,"2023-06-23","FRANCE","Bordeaux","QDC988",331000
25414,36,499,60000,"2023-12-05","GERMANY","Berlin","N5HXUX",18000
25415,30,28,14000,"2024-07-30","GERMANY","Frankfurt","7THL2T",1006000
25416,42,14,86000,"2024-08-05","CANADA","Toronto","920M8H",985000
25417,25,418,43000,"2023-02-17","CANADA","Ottawa","5DO7HU",1543000
25418,54,457,11000,"2024-09-30","JAPAN","Kyoto","ZOA78B",1723000
25419,27,438,33000,"2023-05-26","BRAZIL","Brasília","T5JR61",1784000
25420,65,268,42000,"2024-10-26","ISRAEL","Petah Tikva","YS78FQ",1036000
25421,11,236,1000,"2024-09-16","GERMANY","Berlin","UH8Q2D",1499000
25422,57,315,63000,"2024-02-25","BRAZIL","Brasília","69BJM9",565000
25423,3,8,52000,"2023-05-15","FRANCE","Lyon","RIYAJI",417000
25424,19,64,98000,"2024-10-08","FRANCE","Strasbourg","AFRK5R",753000
25425,48,390,63000,"2023-06-23","FRANCE","Strasbourg","FLTV5K",1445000
25426,49,498,71000,"2024-09-20","FRANCE","Strasbourg","CNTUPU",496000
25427,16,193,14000,"2023-12-15","CANADA","Montreal","DEFNI1",869000
25428,70,469,94000,"2025-01-06","SPAIN","Madrid","24QUKH",718000
25429,6,237,34000,"2024-10-13","BRAZIL","Belém","2JJABG",1793000
25430,15,249,25000,"2024-02-10","INDIA","Bangalore","C0CY1U",1175000
25431,33,12,69000,"2024-09-02","CHINA","Chengdu","FTZT9H",330000
25432,29,389,52000,"2023-03-20","INDIA","Mumbai","VEVN1E",1137000
25433,39,189,49000,"2024-12-22","INDIA","Kolkata","B61B3P",241000
25434,73,237,96000,"2024-08-20","CANADA","Toronto","QMGGBF",494000
25435,50,226,97000,"2023-10-11","BRAZIL","Rio de Janeiro","OM9ECR",995000
25436,21,412,76000,"2023-03-09","INDIA","Chennai","067A76",1493000
25437,32,216,8000,"2024-05-06","CHINA","Shanghai","HYCQ39",709000
25438,15,128,16000,"2023-07-30","SPAIN","Granada","23ZFQI",563000
25439,63,330,6000,"2024-12-21","FRANCE","Lyon","1VEEFU",201000
25440,64,379,71000,"2024-05-22","BRAZIL","Brasília","NYZLPD",1467000
25441,74,271,40000,"2024-12-16","CHINA","Beijing","Z5V5R9",1988000
25442,48,374,69000,"2023-07-05","BRAZIL","Belém","50NK4E",1184000
25443,55,30,56000,"2024-05-24","CANADA","Vancouver","O0B0RO",402000
25444,3,39,6000,"2023-09-24","JAPAN","Osaka","CX54VC",1779000
25445,23,360,12000,"2024-12-10","GERMANY","Berlin","6DQ849",1984000
25446,10,452,55000,"2024-07-06","CANADA","Calgary","ZOGVEN",1718000
25447,18,368,21000,"2024-11-30","SPAIN","Granada","2TGH0Q",604000
25448,58,363,63000,"2024-04-06","CANADA","Montreal","LKGJDP",916000
25449,68,263,64000,"2024-02-09","JAPAN","Fukuoka","XRQQD5",1636000
25450,23,141,81000,"2023-09-23","CHINA","Chengdu","DMB1DH",1570000
25451,20,54,72000,"2023-07-28","INDIA","Hyderabad","NV8QJU",434000
25452,9,314,41000,"2024-06-29","BRAZIL","Fortaleza","RUVERV",1598000
25453,47,149,22000,"2023-09-18","JAPAN","Fukuoka","GCC7YN",1960000
25454,59,87,4000,"2023-08-08","GERMANY","Hamburg","7PNKO1",1146000
25455,56,215,51000,"2023-04-26","CHINA","Beijing","PJ9P41",1316000
25456,4,383,87000,"2023-07-08","GERMANY","Frankfurt","DX3RHO",1246000
25457,26,65,44000,"2024-07-26","BRAZIL","Belém","MFQRKK",218000
25458,30,345,68000,"2024-07-15","CHINA","Shanghai","YMIH4B",464000
25459,1,37,56000,"2024-12-20","INDIA","Hyderabad","D4Y3HC",1489000
25460,31,355,99000,"2024-01-18","FRANCE","Marseille","7Y2OOF",456000
25461,3,98,46000,"2024-11-22","ISRAEL","Petah Tikva","FNZ100",21000
25462,33,56,57000,"2024-04-23","CANADA","Calgary","89JR8C",396000
25463,60,141,94000,"2024-05-20","JAPAN","Tokyo","GFJFFS",1760000
25464,35,480,42000,"2023-05-06","CANADA","Toronto","SNMZTG",605000
25465,68,207,60000,"2024-06-20","SPAIN","Madrid","E76VIU",156000
25466,63,124,1000,"2023-10-17","FRANCE","Marseille","8LF527",692000
25467,54,474,92000,"2023-10-24","CANADA","Edmonton","4MGLKI",1745000
25468,41,485,93000,"2023-08-03","BRAZIL","Brasília","OAAJ07",965000
25469,72,403,88000,"2024-10-25","FRANCE","Bordeaux","IB3E0M",1870000
25470,4,366,63000,"2023-04-20","INDIA","Hyderabad","01134M",918000
25471,20,79,99000,"2024-06-18","INDIA","Hyderabad","V7STT2",767000
25472,20,55,28000,"2024-05-01","GERMANY","Berlin","N8CYCE",884000
25473,36,494,38000,"2024-03-19","GERMANY","Cologne","MTC34M",1619000
25474,7,109,88000,"2023-04-23","CANADA","Vancouver","DHIZ0G",1483000
25475,8,141,62000,"2023-06-23","JAPAN","Fukuoka","S4DEHM",1039000
25476,58,268,25000,"2024-04-23","CHINA","Shanghai","5O3JT6",1400000
25477,57,431,35000,"2024-11-19","INDIA","Hyderabad","1I90X9",1148000
25478,61,380,15000,"2023-09-27","INDIA","Chennai","HOR2ZX",53000
25479,70,459,44000,"2023-04-08","INDIA","Kolkata","DX7EHR",1089000
25480,3,371,40000,"2023-03-02","CANADA","Toronto","ZQDV0J",1400000
25481,6,201,44000,"2024-05-15","SPAIN","Granada","3QKT4N",677000
25482,72,340,69000,"2024-02-08","ISRAEL","Tel Aviv","NCOD3G",1232000
25483,65,38,71000,"2023-03-04","ISRAEL","Tel Aviv","QH3RZF",349000
25484,46,105,84000,"2024-12-24","INDIA","Chennai","7SLTN9",533000
25485,15,71,78000,"2024-05-30","BRAZIL","Belém","5GQ5BD",1301000
25486,69,152,92000,"2024-02-17","ISRAEL","Jerusalem","PDRHT2",1123000
25487,33,397,22000,"2024-01-21","INDIA","Mumbai","KXZTEY",1301000
25488,64,436,55000,"2024-12-28","INDIA","Mumbai","ZXEGEE",1259000
25489,74,220,32000,"2023-07-13","JAPAN","Nagoya","CLY5L6",1515000
25490,35,440,98000,"2024-10-03","ISRAEL","Petah Tikva","KL8M0N",126000
25491,32,119,55000,"2023-03-07","CHINA","Guangzhou","EYT9XJ",40000
25492,68,435,36000,"2023-09-10","FRANCE","Strasbourg","PPPO1I",1679000
25493,35,16,53000,"2023-03-26","CANADA","Toronto","SP2AYI",1025000
25494,73,114,89000,"2023-04-30","SPAIN","Granada","HHB51J",1372000
25495,50,49,31000,"2023-09-17","BRAZIL","Rio de Janeiro","UXKP1L",1339000
25496,40,88,62000,"2023-12-28","BRAZIL","Brasília","OFXZXQ",1345000
25497,36,357,49000,"2024-07-22","SPAIN","Málaga","4AEOT9",1755000
25498,15,184,52000,"2023-11-30","INDIA","Hyderabad","FPXILN",1265000
25499,4,58,67000,"2025-01-02","SPAIN","Barcelona","HRVSN8",993000
25500,68,203,66000,"2024-04-20","GERMANY","Düsseldorf","DHSDBY",394000
25501,32,72,55000,"2024-10-07","CANADA","Calgary","XILTKP",55000
25502,24,477,35000,"2024-11-17","JAPAN","Kyoto","BQLT59",1612000
25503,57,239,16000,"2023-05-12","INDIA","Chennai","EMQZ2Q",1619000
25504,30,185,79000,"2023-07-25","INDIA","Mumbai","86K94O",1501000
25505,61,58,71000,"2024-05-12","SPAIN","Málaga","1RZCAI",1341000
25506,9,88,22000,"2023-05-14","BRAZIL","Belém","0429BZ",149000
25507,50,351,77000,"2023-06-28","INDIA","Chennai","89A3DL",567000
25508,16,155,28000,"2024-10-25","CANADA","Vancouver","99ZLS3",1289000
25509,35,112,29000,"2024-04-17","SPAIN","Madrid","OE9FSC",1760000
25510,18,137,60000,"2023-07-16","INDIA","Delhi","JXGO11",1838000
25511,35,248,72000,"2024-05-22","GERMANY","Berlin","VBZJMS",1003000
25512,63,20,85000,"2023-05-30","SPAIN","Madrid","J6UP38",52000
25513,4,356,98000,"2023-02-19","BRAZIL","Porto Alegre","FZC43E",426000
25514,38,60,30000,"2024-08-19","INDIA","Chennai","5KA6V9",1924000
25515,30,113,92000,"2023-04-24","CHINA","Beijing","2VF65D",1337000
25516,50,343,22000,"2023-06-08","FRANCE","Lyon","K2OS2K",1296000
25517,6,14,93000,"2024-11-03","GERMANY","Frankfurt","BZKDTQ",1249000
25518,11,441,53000,"2024-02-26","FRANCE","Lyon","I9N8QT",990000
25519,65,39,6000,"2024-09-30","CANADA","Edmonton","N889GE",1748000
25520,3,335,86000,"2023-12-02","FRANCE","Lyon","R6Z335",920000
25521,67,325,34000,"2024-06-07","SPAIN","Barcelona","QINLX6",183000
25522,19,439,2000,"2024-02-09","CANADA","Ottawa","75CZ2Q",587000
25523,41,357,18000,"2023-12-07","GERMANY","Munich","LDDKXQ",136000
25524,2,390,84000,"2023-09-17","ISRAEL","Haifa","I9ZF0G",898000
25525,63,448,14000,"2024-10-25","GERMANY","Cologne","LQGC9N",1156000
25526,53,421,80000,"2024-01-10","BRAZIL","São Paulo","L4L61D",1031000
25527,14,25,37000,"2023-06-04","GERMANY","Berlin","085PJ9",1788000
25528,70,235,75000,"2023-09-12","SPAIN","Madrid","VUF53M",493000
25529,65,69,97000,"2023-12-29","FRANCE","Lyon","26D0U1",541000
25530,30,216,16000,"2023-05-16","FRANCE","Marseille","69T1AI",1685000
25531,10,281,84000,"2023-03-07","ISRAEL","Petah Tikva","105VDF",338000
25532,22,164,98000,"2023-12-19","CANADA","Calgary","JGHMRC",947000
25533,66,226,97000,"2024-06-04","GERMANY","Cologne","XCRHLY",336000
25534,37,120,21000,"2024-03-26","JAPAN","Fukuoka","PGHJ4Z",308000
25535,32,486,70000,"2024-11-04","JAPAN","Kyoto","SLJIV9",1636000
25536,14,241,71000,"2024-11-12","ISRAEL","Jerusalem","KXLXF3",151000
25537,70,163,87000,"2023-05-05","INDIA","Chennai","JUJ4XR",676000
25538,53,175,52000,"2023-11-14","CANADA","Vancouver","XNGII8",1245000
25539,3,29,41000,"2024-09-18","ISRAEL","Petah Tikva","TGKLX3",647000
25540,59,224,22000,"2023-10-24","JAPAN","Tokyo","A32R01",1719000
25541,61,194,49000,"2023-11-07","SPAIN","Málaga","FA881Y",1579000
25542,75,350,60000,"2023-03-05","SPAIN","Barcelona","4VS0A1",546000
25543,33,365,44000,"2024-06-30","FRANCE","Lyon","FV9QDD",1819000
25544,9,168,53000,"2024-05-29","JAPAN","Fukuoka","DKIY8M",521000
25545,69,369,71000,"2023-09-06","CANADA","Calgary","FKZVR3",1970000
25546,39,129,94000,"2024-01-19","FRANCE","Paris","NG3XN8",191000
25547,27,88,60000,"2023-10-07","INDIA","Mumbai","61C0DY",1943000
25548,40,135,76000,"2024-01-30","CHINA","Chengdu","HZ078J",1872000
25549,57,451,14000,"2023-02-16","BRAZIL","São Paulo","XQ395Z",830000
25550,38,202,91000,"2024-04-13","CANADA","Ottawa","BI00SX",587000
25551,7,184,54000,"2024-03-07","ISRAEL","Beer Sheva'","1AORK7",320000
25552,2,228,45000,"2024-04-01","FRANCE","Bordeaux","BUB7DG",294000
25553,37,202,70000,"2024-07-10","SPAIN","Madrid","CR4OV7",1935000
25554,46,490,72000,"2024-03-29","CANADA","Vancouver","4H5JZI",1735000
25555,66,438,18000,"2024-03-30","JAPAN","Fukuoka","PFD97J",1041000
25556,16,226,96000,"2023-08-16","ISRAEL","Tel Aviv","BCP27V",610000
25557,25,176,82000,"2023-10-04","ISRAEL","Petah Tikva","VVUCKH",1215000
25558,25,468,92000,"2024-01-24","SPAIN","Málaga","RQN6RL",492000
25559,70,423,0,"2023-10-08","SPAIN","Valencia","D00IAA",1427000
25560,61,184,63000,"2023-06-18","ISRAEL","Ramat Gan","K5LSVN",1107000
25561,5,90,87000,"2024-12-11","ISRAEL","Ramat Gan","LYMO41",851000
25562,1,237,86000,"2023-05-25","SPAIN","Valencia","BPXYI5",1295000
25563,37,154,57000,"2023-02-27","JAPAN","Kyoto","GP5MJU",1589000
25564,3,23,33000,"2023-06-05","INDIA","Mumbai","8GZ2FK",545000
25565,10,49,94000,"2023-06-24","SPAIN","Seville","7AXSLS",584000
25566,57,271,60000,"2023-08-06","CHINA","Guangzhou","IYVZOR",111000
25567,5,129,61000,"2024-05-25","CHINA","Beijing","I17HIC",307000
25568,1,228,46000,"2024-09-30","JAPAN","Kyoto","JGQ20J",1394000
25569,74,454,29000,"2023-07-02","CANADA","Toronto","VHS52C",1445000
25570,62,306,49000,"2024-07-06","ISRAEL","Jerusalem","L2JY1O",372000
25571,41,361,49000,"2024-02-16","INDIA","Hyderabad","OQKHB1",290000
25572,39,84,48000,"2024-09-07","FRANCE","Marseille","Z7F0I0",1665000
25573,62,357,72000,"2024-07-24","FRANCE","Marseille","12MOCD",14000
25574,48,387,72000,"2024-07-11","SPAIN","Barcelona","FFPDFO",368000
25575,6,262,13000,"2024-01-20","BRAZIL","São Paulo","T45Q73",208000
25576,39,422,29000,"2024-12-18","CHINA","Guangzhou","Z4U53D",1015000
25577,35,90,71000,"2024-05-24","JAPAN","Sapporo","MCTKAD",253000
25578,25,357,86000,"2024-12-03","BRAZIL","Porto Alegre","50V8ZZ",1873000
25579,29,153,46000,"2024-03-02","CHINA","Chengdu","356DXG",1079000
25580,44,417,50000,"2024-10-04","CANADA","Calgary","VX90AA",676000
25581,46,8,82000,"2023-09-17","JAPAN","Tokyo","GDXDJC",649000
25582,65,227,56000,"2023-09-09","CHINA","Shanghai","0YP136",859000
25583,36,76,20000,"2023-03-22","JAPAN","Tokyo","5RKNQU",185000
25584,31,112,0,"2024-11-08","INDIA","Delhi","V459F3",1845000
25585,27,429,86000,"2024-11-01","FRANCE","Marseille","380T77",1858000
25586,22,213,11000,"2023-06-12","INDIA","Delhi","AEKUYX",1793000
25587,73,414,2000,"2023-09-26","CANADA","Vancouver","FKH8N6",820000
25588,10,429,68000,"2024-11-11","JAPAN","Osaka","0VJ1YV",1727000
