"transaction_id","customer_id","flavour_id","quantity_liters","transaction_date","country","town","postal_code","amount_dollar"
33679,66,497,26000,"2024-08-05","BRAZIL","Fortaleza","KC4SFV",1348000
33680,67,416,39000,"2023-04-11","CANADA","Toronto","7Z3FND",1026000
33681,55,185,89000,"2023-08-29","GERMANY","Düsseldorf","5350KP",1572000
33682,69,426,41000,"2024-10-26","ISRAEL","Ramat Gan","2X6L88",1552000
33683,25,495,75000,"2023-08-12","GERMANY","Frankfurt","PCQQ1N",971000
33684,69,264,45000,"2024-08-08","JAPAN","Kyoto","U5LM65",1899000
33685,54,349,67000,"2023-08-17","GERMANY","Hamburg","JSZVOP",1374000
33686,44,229,72000,"2023-07-21","ISRAEL","Jerusalem","1UT7Y0",578000
33687,66,124,19000,"2023-03-23","ISRAEL","Ramat Gan","ZF3UUD",354000
33688,69,345,75000,"2024-03-10","ISRAEL","Petah Tikva","HDGYD0",529000
33689,23,471,3000,"2023-04-23","FRANCE","Marseille","G5Y5JT",1708000
33690,58,343,71000,"2024-12-17","BRAZIL","Belém","016Y6C",395000
33691,21,497,83000,"2023-08-11","FRANCE","Marseille","CPNZDE",1323000
33692,60,368,90000,"2024-04-13","BRAZIL","Fortaleza","HIFERF",958000
33693,29,421,1000,"2024-02-01","JAPAN","Osaka","TRD0CF",1788000
33694,44,363,78000,"2024-11-19","JAPAN","Nagoya","DRPJDH",1546000
33695,42,250,24000,"2024-06-29","FRANCE","Strasbourg","3MX44P",818000
33696,15,446,36000,"2023-10-06","ISRAEL","Jerusalem","EC0TX0",1189000
33697,35,440,37000,"2023-03-26","BRAZIL","São Paulo","4ME863",1334000
33698,72,495,52000,"2024-09-24","FRANCE","Paris","EEZ42S",199000
33699,74,3,21000,"2024-12-29","GERMANY","Munich","G7NZAM",665000
33700,11,11,41000,"2023-10-15","GERMANY","Hamburg","3N874N",389000
33701,19,50,23000,"2023-12-10","ISRAEL","Petah Tikva","HPJN22",1340000
33702,51,108,47000,"2023-04-10","FRANCE","Strasbourg","DINCFL",660000
33703,35,316,72000,"2023-03-23","CHINA","Guangzhou","XVSXB2",242000
33704,72,9,22000,"2024-08-16","CHINA","Chengdu","B88CLS",36000
33705,26,154,36000,"2023-03-10","JAPAN","Osaka","Y119EU",42000
33706,16,219,21000,"2024-12-07","GERMANY","Munich","ZY56GF",574000
33707,14,13,11000,"2024-11-02","GERMANY","Hamburg","11H3G9",1844000
33708,67,275,31000,"2023-04-14","CANADA","Montreal","37P4Q5",1908000
33709,61,360,70000,"2023-05-12","CHINA","Shenzhen","148V4H",1798000
33710,46,215,56000,"2023-07-15","CHINA","Shenzhen","40QAM5",220000
33711,28,195,94000,"2023-03-02","FRANCE","Marseille","0JHRSN",499000
33712,53,471,75000,"2024-09-16","BRAZIL","São Paulo","HUL412",1696000
33713,12,130,64000,"2023-10-07","BRAZIL","Porto Alegre","E0DQ1E",848000
33714,25,21,57000,"2023-11-15","CHINA","Beijing","Z4G0AH",1293000
33715,64,133,46000,"2024-07-27","JAPAN","Fukuoka","MJUEIU",59000
33716,28,198,49000,"2024-12-09","CHINA","Chengdu","NDA3CT",510000
33717,59,405,40000,"2023-08-12","GERMANY","Frankfurt","FMSJ0D",257000
33718,21,491,51000,"2023-11-05","GERMANY","Cologne","ML72LL",540000
33719,48,312,65000,"2023-07-27","CANADA","Ottawa","ZM0CT7",931000
33720,52,211,56000,"2024-08-14","CHINA","Shenzhen","3CYDC5",125000
33721,32,423,86000,"2024-09-10","FRANCE","Nice","K10EPQ",734000
33722,31,439,55000,"2024-11-09","JAPAN","Sapporo","3NFSZ9",223000
33723,10,112,80000,"2024-12-27","JAPAN","Tokyo","B3XMO8",1485000
33724,41,441,23000,"2023-06-23","ISRAEL","Tel Aviv","2TQ7YM",39000
33725,18,367,99000,"2024-09-20","INDIA","Hyderabad","CDE67S",308000
33726,55,398,80000,"2024-02-25","ISRAEL","Jerusalem","E3RN5K",1362000
33727,70,22,22000,"2024-11-29","BRAZIL","Fortaleza","RL2VC2",771000
33728,53,178,36000,"2023-06-28","SPAIN","Valencia","FI5VFY",15000
33729,48,17,49000,"2024-02-17","CHINA","Nanjing","LEOHIE",556000
33730,35,162,51000,"2024-07-02","SPAIN","Madrid","D79K1C",1599000
33731,1,48,41000,"2023-10-20","JAPAN","Osaka","7E6BKX",1114000
33732,73,28,51000,"2023-02-19","CHINA","Shanghai","LPF0PR",1122000
33733,20,348,55000,"2024-11-25","GERMANY","Hamburg","6TC3EE",920000
33734,3,284,11000,"2024-10-08","CHINA","Shanghai","63VXJZ",1592000
33735,14,245,96000,"2024-12-04","CANADA","Ottawa","IUP1BC",1634000
33736,33,496,18000,"2024-09-07","GERMANY","Hamburg","P6QYBN",1337000
33737,51,454,85000,"2024-04-08","SPAIN","Barcelona","FEX4IH",1634000
33738,53,187,69000,"2023-03-28","CHINA","Guangzhou","73Y4IJ",377000
33739,35,499,4000,"2024-04-02","FRANCE","Marseille","I8QKYQ",1122000
33740,37,235,13000,"2023-09-24","JAPAN","Fukuoka","KQSBII",1236000
33741,57,48,28000,"2024-10-04","JAPAN","Nagoya","NZOJK8",1763000
33742,8,120,98000,"2024-02-16","GERMANY","Berlin","QR30CE",873000
33743,69,295,26000,"2023-11-06","ISRAEL","Tel Aviv","ZEBLXD",479000
33744,19,453,18000,"2024-12-05","SPAIN","Seville","6JID5V",1614000
33745,41,304,60000,"2023-07-31","ISRAEL","Jerusalem","N4KOAA",1672000
33746,57,284,3000,"2024-04-21","CANADA","Vancouver","OMI0OL",25000
33747,41,22,82000,"2024-01-08","INDIA","Chennai","3OQS6Z",1092000
33748,54,490,41000,"2024-03-28","FRANCE","Paris","ZQBYQ5",1038000
33749,25,98,0,"2023-04-23","GERMANY","Cologne","6GTEJL",412000
33750,57,262,75000,"2024-01-03","ISRAEL","Jerusalem","RCSEDC",1730000
33751,13,15,0,"2024-08-28","CANADA","Toronto","4QYR9J",330000
33752,63,368,40000,"2024-01-17","GERMANY","Berlin","F4C7I6",867000
33753,22,312,73000,"2024-04-11","CANADA","Vancouver","I3YGEM",916000
33754,54,167,29000,"2024-06-15","JAPAN","Kyoto","EMDFDK",1321000
33755,25,490,13000,"2023-08-04","INDIA","Mumbai","0NUR7I",320000
33756,74,447,82000,"2024-09-07","ISRAEL","Tel Aviv","JB3UIS",341000
33757,49,18,8000,"2024-08-28","FRANCE","Nice","TIM63E",700000
33758,20,49,7000,"2024-07-01","JAPAN","Nagoya","9K75OU",1133000
33759,52,20,25000,"2024-03-23","JAPAN","Kyoto","ZT1ZVK",258000
33760,2,120,63000,"2024-02-16","CANADA","Ottawa","0LNU3M",1033000
33761,75,447,87000,"2024-03-29","CANADA","Toronto","X0JVNZ",654000
33762,75,285,88000,"2024-07-29","CANADA","Ottawa","BUV1DU",982000
33763,28,401,69000,"2024-07-14","ISRAEL","Petah Tikva","VXK3OV",373000
33764,16,252,0,"2024-09-11","INDIA","Mumbai","71D3RH",1309000
33765,54,3,14000,"2023-10-25","SPAIN","Seville","PJDU90",987000
33766,33,353,7000,"2023-07-19","INDIA","Bangalore","RUU731",70000
33767,53,129,25000,"2023-04-04","CHINA","Beijing","JE0KMV",1751000
33768,34,342,38000,"2024-08-12","FRANCE","Marseille","8I2PHF",422000
33769,13,483,69000,"2023-05-17","INDIA","Delhi","JZ755I",1150000
33770,9,199,37000,"2023-09-03","CHINA","Shanghai","SM48DP",811000
33771,24,288,46000,"2024-12-16","CANADA","Calgary","65LGNC",210000
33772,31,337,99000,"2024-09-19","GERMANY","Hamburg","G2N9RD",440000
33773,47,9,15000,"2023-04-21","CANADA","Ottawa","7SPMUO",622000
33774,19,493,83000,"2024-05-28","BRAZIL","São Paulo","7YDNQU",137000
33775,29,415,31000,"2023-02-20","FRANCE","Nice","B90HON",904000
33776,37,384,57000,"2024-06-26","GERMANY","Frankfurt","89RB7Z",1997000
33777,70,11,68000,"2024-10-28","CHINA","Beijing","LDE97L",1179000
33778,38,315,46000,"2023-08-25","GERMANY","Frankfurt","8ERLPM",1539000
33779,65,6,82000,"2023-11-11","CANADA","Edmonton","G90XJH",455000
33780,50,41,37000,"2023-03-03","GERMANY","Düsseldorf","PLNJFH",1339000
33781,31,147,54000,"2024-12-04","CANADA","Ottawa","6O8AN4",1455000
33782,17,325,92000,"2023-12-19","JAPAN","Tokyo","U1DXI3",146000
33783,50,192,63000,"2024-09-19","ISRAEL","Haifa","1DZZ0G",1270000
33784,61,371,40000,"2024-02-01","ISRAEL","Jerusalem","J37CCC",1024000
33785,74,94,14000,"2023-07-12","GERMANY","Düsseldorf","ADA1TN",541000
33786,35,447,41000,"2023-07-07","BRAZIL","Fortaleza","SL8UUC",1290000
33787,16,314,34000,"2023-03-09","CHINA","Nanjing","1VTA8R",100000
33788,10,172,10000,"2024-08-29","CANADA","Ottawa","BYRSJ1",936000
33789,56,166,63000,"2024-02-10","JAPAN","Osaka","Z2GOL0",564000
33790,44,132,84000,"2023-10-13","CANADA","Calgary","G53KT7",1818000
33791,56,373,89000,"2023-05-13","JAPAN","Nagoya","X3C2TY",382000
33792,58,157,33000,"2024-01-21","FRANCE","Bordeaux","FMH0B0",869000
33793,3,138,75000,"2024-03-05","GERMANY","Düsseldorf","TSSQIT",1547000
33794,65,416,90000,"2023-06-26","ISRAEL","Jerusalem","2J4HXE",187000
33795,6,276,34000,"2023-05-06","INDIA","Kolkata","GCKEUK",201000
33796,72,261,18000,"2024-09-11","JAPAN","Tokyo","76DNYU",884000
33797,54,479,36000,"2023-12-30","GERMANY","Frankfurt","NI2H18",1733000
33798,61,98,86000,"2024-07-26","INDIA","Hyderabad","2ZM6XC",1871000
33799,26,48,51000,"2023-11-20","SPAIN","Valencia","0TNPXD",978000
33800,44,462,73000,"2024-11-19","SPAIN","Valencia","B6938M",717000
33801,63,482,35000,"2024-06-03","BRAZIL","Rio de Janeiro","XULGN7",1629000
33802,40,120,4000,"2024-02-07","BRAZIL","Rio de Janeiro","TEGTDB",1923000
33803,17,41,39000,"2023-05-31","SPAIN","Málaga","3JMMNM",355000
33804,49,89,40000,"2023-05-14","INDIA","Kolkata","67TTNF",1073000
33805,61,20,66000,"2023-11-10","FRANCE","Marseille","T25FT4",1210000
33806,53,74,8000,"2024-11-09","JAPAN","Fukuoka","MPU0ZH",1372000
33807,24,326,13000,"2024-07-29","SPAIN","Madrid","4NHQUS",1632000
33808,7,134,91000,"2023-08-09","FRANCE","Marseille","AHZXSG",1276000
33809,44,370,6000,"2024-07-28","INDIA","Hyderabad","EFPH18",283000
33810,18,447,63000,"2023-03-09","CHINA","Guangzhou","8L26A2",924000
33811,33,201,27000,"2023-09-06","SPAIN","Barcelona","XIEC3I",1652000
33812,68,409,68000,"2023-04-21","ISRAEL","Haifa","P4YJ84",1172000
33813,28,374,99000,"2024-01-15","GERMANY","Frankfurt","Q0U07M",713000
33814,17,41,24000,"2024-06-19","SPAIN","Granada","GM2FFT",1020000
33815,30,241,43000,"2025-01-15","ISRAEL","Beer Sheva'","56VH40",711000
33816,8,320,95000,"2024-03-03","JAPAN","Tokyo","VRL142",407000
33817,57,405,10000,"2023-06-05","JAPAN","Sapporo","GXXV1N",1162000
33818,22,168,46000,"2024-05-13","ISRAEL","Ramat Gan","FQRRRP",689000
33819,65,230,1000,"2024-03-23","BRAZIL","Fortaleza","CL3ZFX",411000
33820,12,136,57000,"2024-08-29","CHINA","Nanjing","M5BH34",1551000
33821,1,11,81000,"2024-02-27","JAPAN","Sapporo","K9L01T",603000
33822,73,259,27000,"2023-09-07","GERMANY","Berlin","QAMGVA",1307000
33823,72,202,1000,"2023-05-22","CANADA","Toronto","58KM17",73000
33824,27,367,63000,"2024-02-21","FRANCE","Paris","MKFBU9",304000
33825,16,279,15000,"2023-12-09","JAPAN","Nagoya","B0YSSB",1876000
33826,6,332,21000,"2024-07-27","CHINA","Nanjing","2XL1PO",1424000
33827,13,383,95000,"2023-04-12","GERMANY","Hamburg","QL7YJ3",1622000
33828,58,465,59000,"2023-06-21","SPAIN","Madrid","0JC0S0",1671000
33829,50,460,41000,"2023-04-30","CANADA","Ottawa","55LY0N",1175000
33830,41,128,66000,"2023-08-04","SPAIN","Valencia","P1N6P2",851000
33831,48,279,45000,"2024-07-23","GERMANY","Cologne","B8UYF0",1634000
33832,13,33,20000,"2024-05-07","JAPAN","Nagoya","KP0MTZ",732000
33833,66,46,4000,"2023-05-13","CANADA","Vancouver","TCHZK4",368000
33834,32,424,48000,"2024-04-04","INDIA","Kolkata","AYMGNF",466000
33835,2,372,94000,"2023-08-17","GERMANY","Hamburg","CSFE1J",1894000
33836,28,471,53000,"2024-02-08","GERMANY","Berlin","X8EHVZ",879000
33837,47,244,95000,"2023-10-01","INDIA","Mumbai","3YN6XH",1157000
33838,66,243,16000,"2024-05-05","SPAIN","Seville","Z44NNX",1442000
33839,69,385,28000,"2024-12-29","INDIA","Hyderabad","4CHHIP",149000
33840,58,381,69000,"2024-01-04","JAPAN","Kyoto","1OKC2Y",684000
33841,66,300,58000,"2024-09-08","CHINA","Nanjing","IBTZBM",1077000
33842,56,10,5000,"2023-07-10","GERMANY","Frankfurt","BZU1MA",643000
33843,68,115,73000,"2024-06-14","SPAIN","Barcelona","GIOR23",1931000
33844,31,380,22000,"2023-06-03","SPAIN","Barcelona","JI5NAL",1514000
33845,51,342,63000,"2024-04-07","SPAIN","Málaga","9GXCVS",971000
33846,66,328,69000,"2024-12-31","BRAZIL","Fortaleza","O3SN3M",1969000
33847,70,213,28000,"2024-05-26","FRANCE","Strasbourg","T2XYHS",527000
33848,59,371,94000,"2023-08-21","INDIA","Delhi","KMNDJC",342000
33849,53,205,28000,"2023-12-28","CHINA","Shanghai","00E1JD",1931000
33850,48,440,41000,"2024-11-11","CHINA","Beijing","J6K352",112000
33851,14,182,12000,"2023-05-16","SPAIN","Valencia","I34NJ9",402000
33852,59,181,51000,"2024-10-09","SPAIN","Málaga","RXFR6J",1227000
33853,66,321,21000,"2023-04-08","BRAZIL","São Paulo","BOAAUL",1666000
33854,69,367,19000,"2024-12-10","BRAZIL","Brasília","8YOQN5",445000
33855,64,206,70000,"2024-11-25","FRANCE","Paris","CQZ89O",1920000
33856,4,44,41000,"2025-01-10","GERMANY","Düsseldorf","960OX5",909000
33857,42,124,41000,"2024-06-13","BRAZIL","Porto Alegre","MQU6FZ",1913000
33858,47,275,83000,"2023-06-19","JAPAN","Nagoya","SL0EIQ",1218000
33859,31,181,73000,"2025-01-03","BRAZIL","Fortaleza","C00HB6",1757000
33860,20,359,39000,"2023-08-01","FRANCE","Lyon","M0VEU6",1975000
33861,20,267,4000,"2024-04-09","GERMANY","Berlin","QFPGUR",417000
33862,53,369,24000,"2024-01-05","BRAZIL","São Paulo","4PDV21",1970000
33863,52,172,96000,"2023-06-29","CHINA","Chengdu","S9MAGQ",1337000
33864,9,49,15000,"2024-06-25","CANADA","Ottawa","0XNELE",1923000
33865,47,355,4000,"2023-02-28","CHINA","Nanjing","E3AMSA",1479000
33866,34,5,54000,"2024-10-28","GERMANY","Hamburg","DJEBP2",1543000
33867,74,39,85000,"2024-12-19","CHINA","Shenzhen","RXA0AZ",1675000
33868,44,424,13000,"2024-09-02","JAPAN","Kyoto","2EJ173",321000
33869,70,144,59000,"2023-10-07","GERMANY","Berlin","NKD0BO",512000
33870,4,5,5000,"2023-11-22","INDIA","Hyderabad","2XSCDX",1562000
33871,54,314,15000,"2025-01-02","JAPAN","Sapporo","JYJ4OY",1047000
33872,39,111,47000,"2024-05-11","INDIA","Hyderabad","2G0UDO",1453000
33873,30,254,10000,"2024-08-23","INDIA","Mumbai","MEKV9M",1852000
33874,67,242,41000,"2024-01-19","INDIA","Bangalore","ZZFYKR",1177000
33875,43,497,3000,"2023-10-24","JAPAN","Tokyo","TNKSUT",1579000
33876,55,473,65000,"2024-10-30","ISRAEL","Jerusalem","USIDVB",668000
33877,20,47,34000,"2024-08-29","GERMANY","Düsseldorf","0V6B2N",901000
33878,3,267,31000,"2024-01-12","SPAIN","Barcelona","AFNHOH",961000
33879,51,60,33000,"2024-05-12","GERMANY","Hamburg","42O6MF",1676000
33880,23,141,68000,"2024-04-14","JAPAN","Osaka","6V1YV5",1870000
33881,20,167,93000,"2023-07-28","SPAIN","Málaga","BSH7TB",255000
33882,54,269,25000,"2023-11-22","INDIA","Chennai","GDNIOK",516000
33883,45,52,95000,"2024-06-03","JAPAN","Kyoto","5Y4ADN",908000
33884,20,88,78000,"2024-10-19","SPAIN","Seville","50IU3G",476000
33885,40,61,64000,"2023-10-10","GERMANY","Cologne","TZRZ0P",1513000
33886,8,282,53000,"2023-11-12","CHINA","Chengdu","JZL9MU",467000
33887,11,201,91000,"2023-06-09","CHINA","Chengdu","BFJBUS",822000
33888,70,195,47000,"2023-04-03","GERMANY","Düsseldorf","GJ3VVN",1162000
33889,51,347,5000,"2023-10-10","FRANCE","Paris","6M82GL",921000
33890,31,243,85000,"2023-09-17","CANADA","Toronto","0Y28HT",1156000
33891,7,446,60000,"2024-03-29","ISRAEL","Haifa","PTK23H",286000
33892,72,15,23000,"2023-07-30","FRANCE","Bordeaux","QCS2NC",1380000
33893,7,183,17000,"2024-04-09","FRANCE","Nice","KI1Y90",531000
33894,71,183,43000,"2023-04-05","INDIA","Delhi","9A1ER6",651000
33895,3,209,11000,"2024-02-02","BRAZIL","Fortaleza","TO5YPI",1397000
33896,58,299,30000,"2024-04-16","BRAZIL","Fortaleza","02VFA6",1811000
33897,46,445,2000,"2024-08-14","CANADA","Montreal","4H1ASA",177000
33898,50,349,57000,"2023-06-18","BRAZIL","Brasília","CZ7A17",1283000
33899,49,441,17000,"2024-10-26","ISRAEL","Ramat Gan","HHZH0X",801000
33900,21,414,53000,"2023-11-19","INDIA","Chennai","JSOQ7U",728000
33901,60,478,17000,"2023-02-17","FRANCE","Bordeaux","GR509J",1434000
33902,52,418,40000,"2023-03-21","CHINA","Chengdu","JPANA7",596000
33903,75,310,42000,"2023-02-19","INDIA","Bangalore","Q0KJN6",1944000
33904,35,255,84000,"2025-01-11","FRANCE","Marseille","3K89YN",1038000
33905,66,441,64000,"2024-06-30","FRANCE","Strasbourg","7IJVCA",910000
33906,55,114,3000,"2024-05-01","BRAZIL","Porto Alegre","HUE6RX",1630000
33907,7,369,30000,"2024-08-21","BRAZIL","Porto Alegre","1E0MXU",244000
33908,51,148,47000,"2024-03-21","INDIA","Hyderabad","SHYHXH",1867000
33909,62,33,15000,"2023-08-14","BRAZIL","Fortaleza","9AUMY4",1574000
33910,72,463,91000,"2024-10-22","INDIA","Hyderabad","UGMAH3",827000
33911,57,142,27000,"2024-12-27","JAPAN","Kyoto","CNGM79",1647000
33912,53,392,91000,"2024-06-15","SPAIN","Granada","CNP2ZV",1790000
33913,7,493,84000,"2023-12-05","BRAZIL","Rio de Janeiro","MGRQ8U",663000
33914,28,130,56000,"2023-09-06","CANADA","Montreal","MP5YA6",1776000
33915,18,365,59000,"2024-08-26","INDIA","Hyderabad","YJYYAE",759000
33916,57,486,48000,"2023-12-14","GERMANY","Hamburg","SBI08Y",1057000
33917,22,465,14000,"2024-02-02","JAPAN","Fukuoka","GG1U54",31000
33918,14,430,57000,"2025-01-02","FRANCE","Strasbourg","VJYFMG",1323000
33919,23,327,69000,"2023-10-27","ISRAEL","Beer Sheva'","363PEN",937000
33920,53,496,60000,"2024-02-03","BRAZIL","Fortaleza","Q0KBGP",1607000
33921,52,407,16000,"2023-09-27","JAPAN","Kyoto","0F5FM8",597000
33922,10,495,74000,"2023-09-22","CHINA","Nanjing","H0SVBD",356000
33923,14,114,83000,"2024-12-17","GERMANY","Frankfurt","5NAA8L",1049000
33924,65,481,23000,"2024-07-15","BRAZIL","Brasília","5T506Z",1870000
33925,73,491,78000,"2024-09-09","JAPAN","Fukuoka","5Q166F",1884000
33926,1,32,80000,"2024-08-01","JAPAN","Sapporo","MJONES",1758000
33927,74,53,84000,"2023-05-23","BRAZIL","Porto Alegre","2N2Q7A",358000
33928,50,340,28000,"2025-01-04","GERMANY","Berlin","ZAZVVL",476000
33929,64,204,27000,"2023-09-27","GERMANY","Cologne","T1VTOC",687000
33930,48,262,30000,"2023-11-06","ISRAEL","Beer Sheva'","OK5LLK",1958000
33931,75,222,22000,"2023-10-25","ISRAEL","Jerusalem","Z0N0DI",1993000
33932,70,11,85000,"2024-07-30","CHINA","Guangzhou","0QZ5G3",1700000
33933,68,473,2000,"2023-03-14","SPAIN","Granada","TCVSLO",100000
33934,71,296,24000,"2023-05-21","FRANCE","Lyon","LNBUPL",1602000
33935,72,206,7000,"2023-10-01","CANADA","Montreal","BG7MSH",421000
33936,52,157,89000,"2023-05-08","JAPAN","Osaka","TL8IF0",384000
33937,27,185,52000,"2024-08-01","CANADA","Montreal","RC52VK",1403000
33938,69,414,98000,"2025-01-11","FRANCE","Paris","GF2AKL",1953000
33939,38,261,26000,"2024-03-16","FRANCE","Nice","28NEE7",1000000
33940,16,49,44000,"2023-12-09","FRANCE","Bordeaux","84VQMQ",1207000
33941,41,53,94000,"2023-11-18","INDIA","Mumbai","2Z5ICS",1887000
33942,8,78,9000,"2023-08-29","BRAZIL","Rio de Janeiro","38LV2E",224000
33943,53,184,77000,"2024-05-15","GERMANY","Hamburg","HKH3QH",567000
33944,30,118,56000,"2023-09-16","JAPAN","Osaka","6SOG50",792000
33945,52,189,91000,"2024-02-22","CANADA","Calgary","TOBS2Z",227000
33946,72,499,27000,"2024-09-15","CHINA","Nanjing","OOKHXS",1890000
33947,66,214,60000,"2023-11-12","BRAZIL","Porto Alegre","VSLY2H",1780000
33948,22,173,65000,"2024-06-11","BRAZIL","Brasília","KP0XLU",315000
33949,62,459,42000,"2024-07-24","INDIA","Bangalore","4VC2IJ",1125000
33950,20,425,26000,"2024-12-30","GERMANY","Düsseldorf","OTFZIJ",1045000
33951,16,168,92000,"2024-06-12","INDIA","Chennai","I5K6O3",1562000
33952,22,155,9000,"2024-06-08","BRAZIL","Porto Alegre","H3TMX0",805000
33953,51,464,78000,"2023-03-19","BRAZIL","Fortaleza","T49UNO",253000
33954,60,367,76000,"2024-01-13","JAPAN","Nagoya","06X6N6",627000
33955,59,261,95000,"2024-09-28","SPAIN","Granada","595KIC",93000
33956,6,73,15000,"2023-08-21","CHINA","Chengdu","UEK90A",804000
33957,56,389,32000,"2024-06-08","BRAZIL","Fortaleza","L78VQ3",1900000
33958,43,106,79000,"2024-07-03","CANADA","Montreal","EED579",61000
33959,25,76,8000,"2025-01-01","GERMANY","Munich","9821B5",221000
33960,17,255,49000,"2023-09-19","SPAIN","Valencia","A0R18I",1741000
33961,57,468,15000,"2024-11-28","CANADA","Montreal","SVREEO",480000
33962,27,423,0,"2023-05-26","SPAIN","Granada","VJ33PZ",127000
33963,46,358,83000,"2024-04-24","BRAZIL","Brasília","ASEK7L",1155000
33964,8,161,28000,"2024-06-09","INDIA","Bangalore","3C4KZ4",1428000
33965,58,294,57000,"2024-05-27","CHINA","Shenzhen","I7NKET",1165000
33966,49,162,6000,"2024-06-11","BRAZIL","Fortaleza","TVXHP1",594000
