"recipe_id","flavour_id","ingredient_id","quantity_grams","heat_process"
21,458,63,218895,""
20,36,28,613365,""
45,234,151,125381,"70°C for 10 min"
83,353,111,219566,"Steaming"
81,310,134,404877,"Freezing for 20 min"
11,423,101,951241,""
40,188,230,362610,""
60,40,166,980865,"70°C for 10 min"
78,249,238,282913,"Steaming"
19,211,231,921585,""
4,441,260,181458,""
33,405,48,348286,""
12,259,102,236725,""
57,256,195,714096,""
4,13,187,511047,""
65,274,41,206741,""
77,354,113,612465,"50°C for 10 min"
47,59,289,918762,""
62,309,120,113510,"Freezing for 20 min"
48,324,98,58975,""
4,218,267,820465,""
38,214,120,692383,"20°C for 60 min"
9,148,182,858444,""
86,173,118,984573,""
36,376,99,518227,"20°C for 60 min"
1,45,216,836411,""
36,199,161,199005,"Freezing for 20 min"
55,450,205,118866,"20°C for 60 min"
64,16,182,782837,""
43,186,87,56068,""
60,71,57,577515,""
2,216,125,737282,""
64,253,111,548416,"Steaming"
76,234,53,249779,"Freezing for 20 min"
51,251,282,579285,""
59,329,10,426568,"20°C for 60 min"
38,180,251,772736,""
95,226,51,977730,""
94,314,257,871307,""
21,163,105,436485,""
87,106,274,736450,"20°C for 60 min"
61,197,245,438950,"Steaming"
68,466,106,987747,""
29,366,69,815163,""
50,301,67,938873,""
33,471,35,918785,""
94,402,154,649002,"20°C for 60 min"
61,213,189,928589,""
52,319,143,318787,"20°C for 60 min"
71,373,191,930145,""
26,286,45,732243,"20°C for 60 min"
99,353,286,112061,""
54,140,241,217590,""
27,243,194,569412,""
78,144,124,379440,""
12,262,279,430389,""
56,256,129,25742,""
85,222,205,514221,""
35,363,293,699738,""
58,308,208,130569,"50°C for 10 min"
18,472,47,802513,""
93,31,89,405731,""
21,254,165,432602,""
84,210,134,189697,"70°C for 10 min"
86,114,141,354111,""
92,284,18,826529,""
79,494,196,128448,"Freezing for 20 min"
34,340,270,28534,""
1,478,57,800217,"Steaming"
73,400,287,670898,""
96,475,23,993261,""
18,307,32,813583,""
11,194,272,559296,""
65,236,151,167053,""
58,237,280,537018,""
90,426,258,849335,""
42,462,152,935883,"50°C for 10 min"
93,56,117,822998,""
73,27,93,405815,""
44,37,164,750427,""
37,103,49,954815,"Steaming"
45,299,298,129761,""
72,29,171,390091,""
9,269,151,210129,""
61,52,215,171219,""
84,48,258,707153,""
99,209,165,442200,""
99,144,230,362839,"Steaming"
41,401,297,599915,"70°C for 10 min"
31,466,208,850464,"70°C for 10 min"
37,115,219,34561,"Freezing for 20 min"
92,482,36,664715,"Steaming"
85,432,226,915588,""
2,411,34,407352,""
9,300,169,777512,""
98,250,296,225555,""
25,23,231,87219,""
10,14,246,214478,"Freezing for 20 min"
13,74,89,453423,""
8,194,286,100922,"Freezing for 20 min"
80,264,54,179024,""
69,488,40,872368,"70°C for 10 min"
100,14,169,713684,""
100,94,169,844986,""
44,49,267,986603,""
52,387,149,194016,""
45,55,242,556549,""
6,44,67,12352,"70°C for 10 min"
19,241,130,962051,"50°C for 10 min"
99,79,47,965405,"20°C for 60 min"
30,364,118,721451,"20°C for 60 min"
69,492,41,73666,""
80,395,236,40939,"50°C for 10 min"
11,262,82,844391,""
80,198,214,198257,""
71,86,233,326645,""
95,225,278,704468,""
65,63,65,614571,""
27,362,161,571167,""
88,389,185,954254,""
55,44,114,721657,"Freezing for 20 min"
44,353,40,699444,""
53,365,90,839462,"Steaming"
24,438,292,750824,""
53,344,139,963486,""
80,109,32,741516,""
64,149,89,169754,"20°C for 60 min"
55,121,71,686333,""
64,223,30,882755,""
34,320,160,791885,""
82,45,228,614365,""
17,212,198,233215,""
27,498,200,41061,"Freezing for 20 min"
95,356,100,21690,""
63,240,80,187752,""
5,375,248,154480,"70°C for 10 min"
44,186,214,299026,""
14,410,178,289688,"50°C for 10 min"
44,252,101,570175,""
26,348,250,381821,""
32,116,78,573914,""
42,162,161,302338,""
34,52,78,25345,"70°C for 10 min"
44,39,276,98633,""
52,148,206,513229,"20°C for 60 min"
62,345,92,490845,"Steaming"
61,54,27,29364,""
37,135,77,196701,""
14,139,212,81589,""
20,37,174,481110,""
67,297,31,608459,"Steaming"
57,75,297,100983,"70°C for 10 min"
91,467,205,306030,""
6,112,7,561038,""
47,427,271,902527,""
73,64,147,636307,""
16,95,159,654129,"70°C for 10 min"
53,202,289,543762,"20°C for 60 min"
10,102,126,387939,""
78,95,231,886780,"Steaming"
81,427,266,73334,""
1,439,299,394562,""
88,53,165,16876,""
43,148,117,653038,""
59,96,10,164997,""
95,235,110,162148,"70°C for 10 min"
71,115,111,464951,""
76,175,32,396858,""
100,23,103,225616,""
88,410,119,343079,""
77,257,235,863327,""
58,308,41,544945,""
67,249,69,457375,""
98,36,93,762337,""
38,376,272,916,""
56,198,49,653858,""
2,322,158,38345,""
2,107,98,101448,"70°C for 10 min"
58,63,253,39368,"Freezing for 20 min"
92,486,130,552414,""
49,433,239,1602,""
45,286,83,375198,""
83,248,185,480682,""
26,428,195,38254,""
87,274,10,541376,""
57,433,47,914753,""
78,418,10,706779,""
67,429,220,234100,""
83,310,208,80811,""
66,470,161,648941,""
55,483,281,339294,""
82,71,217,347366,""
84,142,33,6149,"20°C for 60 min"
56,341,60,478386,""
93,153,243,438522,""
86,86,213,223221,""
25,187,219,415955,""
53,163,183,476151,""
99,148,190,842697,""
33,489,191,750778,""
14,105,35,669136,""
71,285,191,894150,""
97,220,98,815865,"Steaming"
92,5,84,384262,""
24,70,217,49210,""
30,116,34,926949,""
98,80,28,987301,"Steaming"
5,178,59,826962,""
66,135,206,671814,""
16,122,57,926769,""
56,323,171,839417,"70°C for 10 min"
95,247,211,749725,""
31,477,136,276352,""
72,190,57,543831,"50°C for 10 min"
66,198,4,599930,""
2,259,175,373596,""
74,258,231,18127,"20°C for 60 min"
14,392,173,127411,""
94,318,104,896767,""
32,238,201,894455,"20°C for 60 min"
43,384,295,574249,""
52,407,15,240786,""
52,452,208,476669,""
62,177,261,161835,"50°C for 10 min"
59,474,71,670982,"Freezing for 20 min"
3,317,3,873764,"Freezing for 20 min"
78,2,166,848740,""
77,156,175,914444,"50°C for 10 min"
13,375,184,76523,"20°C for 60 min"
100,346,251,985306,""
71,441,233,22491,""
42,153,242,902557,""
100,486,50,886074,""
92,402,5,678166,""
73,338,227,953812,""
6,342,270,84198,""
3,201,283,795685,"50°C for 10 min"
75,113,124,416351,""
80,255,216,675079,"50°C for 10 min"
9,98,88,395004,""
21,332,147,939590,""
25,261,155,593231,""
45,52,69,143288,""
50,337,168,422333,""
93,150,31,716850,"20°C for 60 min"
22,64,194,672455,""
60,488,48,252708,""
45,373,278,311584,"20°C for 60 min"
87,309,160,801682,""
73,27,95,845619,""
80,198,117,349777,""
99,308,119,916191,"50°C for 10 min"
54,109,8,887906,"50°C for 10 min"
32,118,89,918610,""
19,255,210,713348,""
61,13,227,77713,"20°C for 60 min"
68,413,85,597023,""
27,202,197,503250,""
54,78,143,761871,"Freezing for 20 min"
74,494,197,160141,"20°C for 60 min"
13,30,251,690292,""
45,50,24,823650,"Freezing for 20 min"
29,466,100,759422,"Steaming"
13,368,293,150208,"Steaming"
53,5,213,118973,""
99,483,290,745819,""
3,231,76,966553,""
17,100,136,825897,""
44,37,30,774149,""
46,462,275,722198,"50°C for 10 min"
74,80,3,645128,""
32,466,257,763184,""
30,246,19,352219,""
66,449,19,790884,""
89,70,160,419586,""
99,390,99,415695,""
95,122,210,467621,""
7,125,61,21931,""
90,397,294,492645,""
2,85,22,989521,""
66,255,178,977509,""
53,180,201,853836,"70°C for 10 min"
15,48,87,329247,"50°C for 10 min"
82,177,241,985992,"70°C for 10 min"
41,32,268,314178,"70°C for 10 min"
83,302,257,54199,"20°C for 60 min"
59,23,163,620895,"Steaming"
79,245,264,747284,""
68,119,24,61110,""
96,482,208,605042,""
28,230,83,439369,""
87,406,84,361099,"Freezing for 20 min"
92,328,228,536331,"50°C for 10 min"
70,80,182,990082,""
38,311,85,709122,""
31,294,173,878815,""
65,81,21,325483,""
59,222,264,932098,""
18,222,6,688127,""
75,90,224,464401,""
29,221,1,630268,""
96,374,222,461197,""
89,263,76,271790,""
83,271,118,320213,""
78,413,176,855881,"70°C for 10 min"
96,273,269,852692,""
87,468,265,38422,"Freezing for 20 min"
44,277,267,255951,""
90,255,101,43716,""
79,221,92,501183,""
31,266,189,259491,""
77,1,169,618927,""
38,309,229,431870,"Freezing for 20 min"
9,227,120,506035,""
87,360,185,509796,"Freezing for 20 min"
66,264,53,639877,""
50,205,182,790909,""
68,254,6,164790,"Steaming"
99,376,208,966309,""
63,324,86,339211,""
17,364,202,130646,"Steaming"
68,449,195,135117,""
1,163,29,63847,""
62,197,60,55847,""
34,231,167,859665,""
99,157,196,40894,""
1,246,16,858559,"70°C for 10 min"
10,170,177,888519,""
25,446,234,782104,""
7,234,212,617798,""
15,455,15,640261,"Freezing for 20 min"
36,117,245,750641,""
89,50,96,135757,""
19,97,12,280069,"20°C for 60 min"
58,49,67,542213,""
5,500,123,585785,""
39,474,186,689209,""
52,272,29,182255,""
44,173,86,857162,""
75,336,215,997604,""
91,186,104,428574,"70°C for 10 min"
56,500,62,441097,""
21,456,98,990395,""
76,381,281,781128,"50°C for 10 min"
68,139,147,370987,""
72,311,137,422531,""
89,98,65,792503,""
14,230,209,638458,""
90,101,129,196243,"Freezing for 20 min"
89,488,122,392738,"Steaming"
48,117,212,340927,""
53,120,30,748755,""
8,154,11,520380,""
8,376,12,152234,""
98,219,280,859924,""
47,83,237,986328,""
41,46,21,611219,""
38,311,183,595688,""
66,409,298,553284,"Freezing for 20 min"
8,215,69,278214,"70°C for 10 min"
32,238,23,686602,""
88,104,297,342102,""
9,57,254,686188,""
28,320,245,53726,"Steaming"
65,381,175,839,""
14,130,73,514542,"Steaming"
49,386,237,866608,""
77,67,57,285378,""
21,180,282,239471,"20°C for 60 min"
20,185,164,484253,""
48,97,243,154037,""
56,41,270,192963,""
91,352,145,233917,"Freezing for 20 min"
20,381,249,495438,"20°C for 60 min"
99,355,27,25835,"50°C for 10 min"
10,465,272,966461,""
51,427,45,576588,""
20,180,197,644470,""
44,227,40,203194,""
40,2,86,716331,"20°C for 60 min"
69,492,212,944351,"50°C for 10 min"
25,74,52,576221,""
73,330,123,633545,"Freezing for 20 min"
99,450,176,475296,"50°C for 10 min"
3,231,226,381668,""
77,157,161,343155,""
46,226,49,96054,""
39,223,225,142624,""
58,444,138,485565,""
44,213,197,593475,""
49,66,96,274940,"50°C for 10 min"
98,115,25,853750,"Freezing for 20 min"
87,169,48,94078,""
4,163,266,630371,"50°C for 10 min"
18,45,151,534348,""
37,111,182,578506,""
6,19,108,970062,"20°C for 60 min"
19,364,191,494247,""
36,250,7,361612,"Freezing for 20 min"
94,314,288,641541,"50°C for 10 min"
88,14,60,626945,""
22,460,225,89233,""
9,131,149,776474,""
77,77,181,213287,"20°C for 60 min"
76,261,116,197083,"50°C for 10 min"
87,93,58,380726,""
16,116,82,906586,""
15,344,180,285049,"Freezing for 20 min"
37,407,278,981964,""
99,151,283,734467,""
9,376,197,91721,"Steaming"
13,264,101,872002,""
72,207,81,240143,"50°C for 10 min"
32,222,288,660706,""
23,466,127,948524,""
9,66,286,558258,""
27,317,127,315674,""
54,417,220,433380,""
94,410,238,111862,""
76,487,101,522713,""
59,71,42,858730,"20°C for 60 min"
53,372,128,49820,""
64,156,23,172817,""
3,95,282,592865,""
64,188,129,702316,""
86,21,188,713943,"20°C for 60 min"
99,368,78,686172,""
59,409,92,768311,""
17,100,286,725677,""
99,340,237,611526,"50°C for 10 min"
50,73,250,524826,"50°C for 10 min"
75,274,125,507202,""
66,365,253,432251,""
26,425,31,391283,"70°C for 10 min"
80,499,107,675774,""
55,121,43,314289,""
23,14,113,825233,"Freezing for 20 min"
65,262,272,691467,""
5,122,147,534164,""
3,245,233,353928,""
71,315,54,852169,""
39,89,216,192276,""
57,381,207,196365,""
70,484,294,770966,""
9,361,201,894531,""
51,236,105,775238,""
49,168,25,730726,""
27,482,269,277191,"50°C for 10 min"
74,22,64,190308,""
32,406,191,417618,""
46,184,168,42252,"Freezing for 20 min"
90,267,130,781464,""
25,483,24,163870,""
88,180,131,676697,"70°C for 10 min"
66,361,47,738228,""
21,251,27,157183,"20°C for 60 min"
24,89,182,136734,""
59,354,85,474991,""
50,55,254,22400,"Steaming"
12,92,247,886398,""
74,107,100,229881,""
96,348,81,363701,""
14,343,203,104294,""
78,310,87,964035,"Freezing for 20 min"
31,181,51,67963,"20°C for 60 min"
14,470,284,398407,""
35,213,276,793701,""
88,1,222,983948,"Freezing for 20 min"
48,139,164,890411,""
3,41,200,750961,"50°C for 10 min"
22,379,126,161499,"Freezing for 20 min"
78,227,180,230392,""
83,438,154,754333,""
19,60,2,966617,""
14,176,128,916809,""
41,375,45,255993,"20°C for 60 min"
49,335,34,893051,"Steaming"
90,484,285,632446,""
14,326,230,493683,"70°C for 10 min"
35,83,96,859818,""
1,216,140,239243,""
95,252,286,165436,""
59,107,238,401779,""
15,165,289,6927,""
64,257,122,538162,"Freezing for 20 min"
95,436,210,827942,""
64,49,147,692368,""
38,402,242,425568,"Freezing for 20 min"
72,457,136,783875,""
70,477,229,780197,""
52,18,152,626511,""
41,70,134,552704,"Freezing for 20 min"
10,293,261,372406,""
69,485,268,754608,"50°C for 10 min"
47,462,119,656006,""
8,333,297,625336,"20°C for 60 min"
48,409,102,298622,""
78,182,158,175415,""
66,158,206,126236,""
97,238,38,759415,""
10,14,67,798737,""
79,413,295,963348,"Freezing for 20 min"
69,70,51,193180,""
77,445,17,323048,"50°C for 10 min"
54,194,15,292576,""
25,481,106,895378,""
67,447,40,197777,""
4,33,232,587479,"Steaming"
63,79,85,287262,"20°C for 60 min"
61,462,137,621857,""
99,197,32,34595,""
96,496,89,484558,""
100,487,148,756256,""
46,130,96,635101,""
67,491,49,692604,"20°C for 60 min"
45,130,259,125000,"Steaming"
11,348,289,174164,""
44,65,54,166176,""
21,397,130,857224,"70°C for 10 min"
21,235,2,559442,""
61,39,210,977951,""
57,296,149,295135,""
4,351,293,102478,""
12,106,86,5142,""
60,14,33,806599,""
23,247,209,972931,"Freezing for 20 min"
48,67,285,542358,""
99,453,150,799393,""
50,205,160,823853,"50°C for 10 min"
59,204,71,97351,""
60,36,199,222778,""
27,351,55,739071,""
20,101,84,342560,"20°C for 60 min"
84,153,216,392685,""
89,415,266,714661,"50°C for 10 min"
71,135,267,422455,"Freezing for 20 min"
53,473,294,515106,"50°C for 10 min"
73,403,266,756958,""
7,441,36,679684,""
77,428,227,896957,""
30,12,113,266716,""
62,397,91,755943,""
77,229,150,162521,""
26,257,100,968315,""
39,312,233,874176,""
30,227,167,997238,""
64,37,96,189507,""
95,30,17,918438,""
13,118,53,626297,""
4,295,32,500118,""
82,17,263,410065,"Steaming"
54,140,280,169952,""
14,199,269,611481,"Freezing for 20 min"
69,52,245,606232,""
79,101,265,112915,""
37,233,140,599976,""
48,176,270,11169,""
94,330,259,497162,"50°C for 10 min"
37,280,4,969482,"70°C for 10 min"
26,379,74,375778,"50°C for 10 min"
86,453,130,131317,"50°C for 10 min"
39,438,171,487808,""
89,116,212,561417,"Freezing for 20 min"
14,195,37,935497,""
83,73,214,810577,""
70,227,293,199341,""
13,30,234,334259,""
59,139,171,193390,"50°C for 10 min"
31,45,228,504150,"Freezing for 20 min"
7,5,137,448181,""
58,11,100,582474,"70°C for 10 min"
3,289,120,603539,"70°C for 10 min"
66,397,266,580048,""
95,331,135,219330,""
50,486,53,365032,""
68,226,25,562773,""
63,353,191,50598,""
68,496,156,43716,""
89,222,83,430084,""
8,303,290,803131,"Freezing for 20 min"
26,211,112,945229,""
90,400,126,720955,""
96,287,266,698425,"50°C for 10 min"
85,19,232,981567,"50°C for 10 min"
36,112,133,924911,"Steaming"
41,330,116,756493,""
23,27,32,176155,""
98,208,169,582321,""
64,411,141,746811,"50°C for 10 min"
38,94,178,615372,""
90,209,288,800842,"Steaming"
88,24,275,105377,""
79,264,251,863190,""
95,362,221,671906,"50°C for 10 min"
32,240,147,851425,""
54,305,98,636490,""
71,497,213,640381,""
37,451,17,794897,"70°C for 10 min"
13,84,188,467178,"Steaming"
55,41,119,914673,""
67,48,108,503098,""
35,304,134,7980,"70°C for 10 min"
24,178,242,523483,""
83,430,23,230881,""
26,500,259,764557,""
71,100,156,548248,""
50,202,126,447906,""
96,443,201,177307,""
32,69,167,204239,"20°C for 60 min"
71,288,86,998077,""
95,309,152,918777,""
2,322,207,930771,""
43,10,90,107712,""
97,353,162,939545,""
58,245,261,324554,""
71,374,277,594849,""
65,182,245,865021,""
91,330,232,245041,"20°C for 60 min"
28,8,50,363361,"50°C for 10 min"
29,391,121,860779,"Steaming"
55,366,78,82390,""
1,161,94,801544,""
28,222,252,199997,""
60,446,143,325897,""
30,131,206,410675,""
9,131,78,660919,""
59,234,143,97427,""
64,281,244,563522,"20°C for 60 min"
58,184,256,785645,""
27,158,83,669182,"Freezing for 20 min"
16,102,121,724350,""
44,252,190,603134,""
47,83,112,788864,"Freezing for 20 min"
8,334,37,59269,""
24,216,176,303101,""
58,353,72,906715,""
34,53,166,566360,"50°C for 10 min"
16,67,227,89874,""
91,431,20,225468,"Freezing for 20 min"
61,180,145,733398,"70°C for 10 min"
72,364,141,524719,"Steaming"
16,95,229,882538,""
51,18,283,459717,""
54,430,139,536194,""
93,262,84,134209,""
90,2,45,215271,""
11,469,236,47775,""
38,445,185,531525,""
5,239,189,124008,"Steaming"
19,252,9,324949,"20°C for 60 min"
96,316,65,16380,"Freezing for 20 min"
48,67,217,473022,""
90,59,216,212799,"50°C for 10 min"
57,184,297,667694,""
27,467,229,917389,""
36,181,238,507629,"Freezing for 20 min"
86,469,35,684391,""
25,414,45,761097,""
54,28,88,677376,""
86,286,20,601080,"Steaming"
12,500,45,830406,""
57,385,2,421127,""
34,176,217,164749,"Steaming"
66,234,193,946655,""
89,64,203,171707,""
9,361,139,584641,""
97,202,194,422958,""
1,296,45,99411,""
37,181,208,865356,""
31,257,6,174253,""
44,393,97,784950,"70°C for 10 min"
76,213,89,131065,""
13,44,172,9979,"20°C for 60 min"
28,395,281,689117,""
80,13,247,191833,""
96,443,39,129307,"70°C for 10 min"
88,135,57,296661,""
61,416,121,471352,"50°C for 10 min"
80,50,68,756744,""
82,302,54,437492,""
26,97,210,747070,"Steaming"
55,240,140,860992,""
12,38,256,990417,"Freezing for 20 min"
25,437,175,384033,""
51,295,176,351074,""
1,164,92,918137,"Steaming"
74,187,277,879333,""
21,440,213,241409,"Steaming"
42,482,38,186623,""
6,243,160,650482,""
78,490,61,908852,""
84,342,145,721390,""
60,313,43,633053,""
93,75,59,730316,""
28,320,50,405865,""
36,98,171,350372,"Steaming"
38,311,200,346497,""
48,240,232,685699,"Steaming"
97,190,86,745796,""
49,315,165,712067,""
28,409,272,434875,""
11,475,230,833862,"70°C for 10 min"
39,206,108,612503,""
90,481,119,838821,""
95,5,84,18311,""
93,226,190,738144,""
10,278,177,151779,"70°C for 10 min"
24,208,159,282303,"70°C for 10 min"
22,125,12,739230,""
43,159,60,260815,""
83,430,63,118149,"20°C for 60 min"
88,230,18,694452,"70°C for 10 min"
56,252,87,797173,""
52,319,184,967926,""
65,219,142,412384,""
49,68,273,184296,""
70,408,285,820465,""
97,372,253,269775,"Freezing for 20 min"
7,476,145,517563,""
44,27,169,665039,""
51,254,252,921417,"Freezing for 20 min"
83,268,245,150681,"Steaming"
8,426,140,492661,""
63,172,175,617783,""
57,65,175,181900,""
77,431,240,457321,""
9,172,43,211460,"70°C for 10 min"
79,437,148,57663,""
91,283,264,147369,"70°C for 10 min"
66,180,19,259600,""
8,285,204,716400,""
20,432,139,318695,""
37,482,90,678833,"Steaming"
75,63,25,283543,""
76,233,54,229137,"Steaming"
43,173,1,203329,"Steaming"
82,177,97,511726,"20°C for 60 min"
13,143,181,404282,""
4,113,149,99564,""
3,79,190,503799,"Freezing for 20 min"
32,466,132,794113,"70°C for 10 min"
5,308,279,259735,""
56,302,118,318359,""
78,32,278,187347,"70°C for 10 min"
2,259,150,735931,""
29,204,234,906738,"50°C for 10 min"
41,446,48,213127,""
40,392,211,954987,""
74,210,89,638908,""
73,446,299,80566,""
16,459,280,937408,""
71,409,200,461655,"50°C for 10 min"
85,449,141,651932,"50°C for 10 min"
61,217,2,647642,""
83,374,243,743225,"Freezing for 20 min"
27,228,299,330261,"20°C for 60 min"
53,96,176,179352,""
52,404,88,345085,""
59,133,178,651443,""
45,373,59,7160,""
78,348,295,112061,"20°C for 60 min"
43,69,84,649948,""
65,326,145,58350,""
94,173,288,196289,"Steaming"
6,243,22,85030,""
52,59,90,115700,"20°C for 60 min"
96,267,117,606590,""
76,116,242,248505,"Freezing for 20 min"
56,252,296,606964,""
74,155,210,941025,"50°C for 10 min"
72,73,50,589252,"Steaming"
27,248,87,114441,"70°C for 10 min"
54,98,190,955795,"70°C for 10 min"
66,264,144,789719,""
95,470,264,29083,"Freezing for 20 min"
72,311,105,976059,"Freezing for 20 min"
10,31,105,657669,""
100,414,84,124405,""
41,55,281,497040,""
67,103,30,29146,"Steaming"
91,43,160,559006,""
51,469,67,945145,"Steaming"
100,347,106,655334,""
49,26,291,514404,""
37,233,241,497665,""
1,100,101,2510,""
65,323,248,427521,""
37,105,44,740017,""
39,370,103,21042,""
54,436,101,738213,""
55,251,178,641403,"Freezing for 20 min"
37,482,167,815948,""
65,221,35,39669,""
53,344,251,608521,""
49,185,253,347473,""
8,229,172,703354,""
55,240,50,326237,""
22,382,153,957947,"20°C for 60 min"
70,18,115,787880,"Freezing for 20 min"
65,229,282,943512,"70°C for 10 min"
41,57,189,934219,""
80,13,65,859848,""
2,459,137,716873,"20°C for 60 min"
93,357,107,350471,"Freezing for 20 min"
52,180,91,352119,""
54,81,55,976154,""
49,315,266,439545,"70°C for 10 min"
46,174,268,856354,""
98,73,189,408600,""
12,132,14,584908,"20°C for 60 min"
46,410,113,564560,"Steaming"
20,195,100,528061,""
38,422,129,489822,"Steaming"
84,257,281,380341,""
7,98,284,780029,""
55,42,279,493378,"Freezing for 20 min"
13,402,244,496613,""
44,102,271,737854,""
22,143,30,895552,""
83,86,57,820923,"Freezing for 20 min"
43,363,47,694778,""
79,188,89,814972,"20°C for 60 min"
83,75,160,437057,""
37,367,140,68558,""
55,96,198,890884,""
99,109,256,381226,"Steaming"
90,476,209,342728,""
70,252,247,922623,""
83,172,100,487228,""
38,352,75,112122,""
30,103,243,537079,""
44,196,280,341797,""
37,417,52,726101,""
6,52,105,247803,"70°C for 10 min"
13,70,202,186020,""
74,354,2,539214,"50°C for 10 min"
97,39,47,244297,"Freezing for 20 min"
59,354,167,639832,""
49,298,265,156433,"70°C for 10 min"
64,222,18,877054,"Freezing for 20 min"
2,284,297,774811,""
18,20,179,484726,"50°C for 10 min"
99,376,103,987862,"20°C for 60 min"
66,461,186,302109,""
40,382,48,348446,""
52,93,81,128311,"Freezing for 20 min"
23,3,109,927841,""
88,370,220,839020,""
21,371,220,542755,""
55,240,107,63881,""
21,155,288,467773,""
76,337,219,854599,""
65,365,291,791046,""
7,461,276,816193,""
9,265,37,686813,""
76,261,154,989044,""
72,311,229,14496,""
67,402,41,927845,""
6,268,4,208671,""
69,139,102,161034,""
54,457,124,675446,"70°C for 10 min"
89,138,89,607368,""
9,237,52,452251,"50°C for 10 min"
84,68,8,518656,""
91,449,53,834850,""
6,77,117,366051,""
70,311,232,252975,""
73,339,156,946716,""
35,88,13,4560,""
12,154,229,555496,"Steaming"
30,379,178,350220,""
27,412,71,44212,""
43,179,76,639519,"50°C for 10 min"
35,217,109,760284,"70°C for 10 min"
72,110,18,444342,""
84,334,292,777161,""
23,197,34,700844,"Freezing for 20 min"
32,109,118,144165,""
50,232,31,256229,""
83,72,234,179520,""
48,5,274,205200,""
22,10,11,514730,"50°C for 10 min"
78,149,143,512955,"50°C for 10 min"
12,464,213,380569,"70°C for 10 min"
42,67,224,959000,"Freezing for 20 min"
65,55,22,450233,"Steaming"
14,62,165,624374,""
16,216,9,365655,"70°C for 10 min"
21,244,35,963604,""
93,23,298,384247,""
88,337,267,696960,""
48,95,233,631531,""
32,271,46,169235,""
75,224,115,344490,""
17,50,66,801804,""
75,138,240,464874,""
60,323,188,632568,""
22,494,110,547203,"Freezing for 20 min"
73,135,178,749100,""
4,295,273,709564,""
84,474,295,996521,""
46,376,156,368088,""
57,63,171,365387,""
7,454,91,276985,""
71,492,149,968842,""
47,229,70,152122,"Steaming"
27,424,236,863586,""
60,175,85,891365,"50°C for 10 min"
70,408,158,949005,""
91,462,246,180038,""
64,458,140,821411,""
65,97,108,930870,""
44,330,116,898956,""
23,493,3,609716,""
46,63,69,265556,"Freezing for 20 min"
44,260,227,833786,""
50,487,223,533401,""
98,106,101,875763,"20°C for 60 min"
32,130,151,367523,""
62,235,67,826897,""
41,3,115,429787,""
