"recipe_id","flavour_id","ingredient_id","quantity_grams","heat_process"
87,252,130,293198,"70°C for 10 min"
84,106,257,178986,"Freezing for 20 min"
43,368,250,74753,"Freezing for 20 min"
44,113,6,648117,"70°C for 10 min"
99,43,11,20266,""
36,70,282,55328,"20°C for 60 min"
19,202,247,709457,""
88,317,172,599304,""
59,494,191,122208,"70°C for 10 min"
33,306,230,390030,""
43,73,290,822327,""
2,84,199,832809,"Steaming"
85,331,64,465797,"Freezing for 20 min"
60,476,156,678802,""
79,159,119,740341,""
25,337,272,117584,"Freezing for 20 min"
52,161,125,335777,""
15,471,175,713486,"Steaming"
95,370,229,622925,""
84,328,1,56727,""
58,102,134,771088,""
19,238,137,238358,"50°C for 10 min"
18,49,225,970947,""
15,344,227,185730,""
51,109,162,30487,""
51,57,125,233513,""
92,284,151,32455,""
4,472,136,656265,""
66,255,91,619698,""
72,484,3,956510,""
65,482,38,571308,"70°C for 10 min"
91,94,210,902451,""
77,497,258,852081,"Steaming"
45,184,143,969727,""
57,65,52,890064,""
74,147,160,140274,"20°C for 60 min"
89,20,107,647919,""
97,50,116,152672,""
60,214,168,669312,""
64,306,200,522644,"Freezing for 20 min"
4,201,216,834747,""
10,28,85,731613,""
67,82,2,574288,"Steaming"
3,480,155,156616,"20°C for 60 min"
3,211,258,706665,""
31,477,36,522373,""
46,454,99,179344,""
23,65,293,455536,"70°C for 10 min"
64,335,289,832031,""
14,494,296,200195,"Steaming"
89,385,265,620361,"70°C for 10 min"
83,67,182,641937,""
78,32,13,218939,""
34,417,187,28412,""
36,158,265,87982,"Steaming"
90,239,233,399033,""
18,376,157,902283,""
28,50,77,81268,""
59,256,16,594120,""
75,180,295,461792,""
66,361,43,478466,""
2,332,94,447746,""
61,41,24,405302,""
11,193,14,569528,"Freezing for 20 min"
70,37,66,17899,""
83,53,259,72052,"Steaming"
27,317,88,61829,""
56,113,48,761608,""
83,190,219,360153,""
1,345,164,936996,""
53,314,118,364731,""
45,282,125,165314,""
47,248,108,394547,"50°C for 10 min"
41,414,195,902649,"70°C for 10 min"
49,442,205,113297,""
80,298,47,47974,""
47,308,197,2380,""
45,418,275,624115,"Steaming"
90,59,270,52063,""
72,327,84,401283,"20°C for 60 min"
82,278,129,554047,""
52,180,85,468666,""
59,82,261,879303,""
66,133,5,641293,"Steaming"
52,60,101,977150,""
84,48,213,92865,""
80,298,100,676003,""
11,195,83,845566,"Steaming"
45,91,121,247314,""
13,100,41,683578,"Freezing for 20 min"
52,100,242,31143,"20°C for 60 min"
4,201,80,309097,""
35,476,247,609436,""
57,200,171,880173,""
4,444,92,871323,""
87,297,98,264893,"Freezing for 20 min"
92,264,286,973206,""
82,76,197,634384,""
20,404,273,952057,""
39,487,219,808929,"20°C for 60 min"
88,448,4,238967,""
90,445,259,565094,"50°C for 10 min"
81,306,106,693077,""
58,241,154,114929,""
71,336,96,648186,""
36,496,118,976715,"Steaming"
21,399,88,363640,"70°C for 10 min"
16,36,202,821136,""
38,102,27,895468,"20°C for 60 min"
17,228,43,814388,"20°C for 60 min"
10,42,121,605156,""
1,490,141,206940,""
50,21,192,299423,""
89,333,39,963154,"70°C for 10 min"
66,84,6,457335,""
76,312,83,258659,""
80,298,136,266190,""
83,232,207,805588,"Freezing for 20 min"
42,248,47,564484,""
15,484,217,829437,"70°C for 10 min"
56,471,279,536346,""
43,492,271,316864,""
42,19,86,256088,""
98,475,190,667908,""
34,287,78,805328,"50°C for 10 min"
31,277,177,788345,"50°C for 10 min"
2,191,276,903381,"50°C for 10 min"
79,69,144,962189,""
28,328,64,935379,""
50,365,250,743195,""
64,443,154,905197,""
67,283,261,11566,""
40,482,266,594147,""
43,318,135,335678,""
39,312,288,900696,""
20,158,156,738800,""
74,455,52,256535,""
83,40,105,24857,""
8,71,198,449707,""
29,237,47,326958,""
40,91,130,671829,"70°C for 10 min"
75,16,84,342865,""
75,238,24,231771,""
15,21,171,323792,""
78,493,261,885864,""
97,168,94,505989,""
22,426,151,781174,""
81,104,12,902068,"70°C for 10 min"
78,204,144,180542,""
74,439,88,24475,""
25,23,43,16918,""
75,336,80,777809,""
43,492,180,751038,""
77,154,129,523819,""
93,446,242,216919,"50°C for 10 min"
63,324,189,30792,""
78,91,201,227676,"20°C for 60 min"
98,486,188,145462,""
64,45,78,191978,""
93,446,51,565742,""
77,81,99,692947,""
41,431,292,661957,""
26,117,14,159502,""
4,444,52,466938,""
27,497,14,891835,"Freezing for 20 min"
56,318,114,105499,""
22,438,250,232529,""
22,193,103,771713,""
9,244,263,215240,""
67,308,213,412796,""
45,378,211,717026,""
73,411,135,640366,""
80,58,17,911095,""
81,281,291,351868,""
88,411,100,292496,""
63,54,153,22720,""
97,298,135,256653,""
100,479,78,831017,""
66,282,294,831238,""
57,184,107,960457,"Steaming"
85,496,152,64590,""
9,338,157,883499,""
13,278,10,291586,"50°C for 10 min"
34,44,97,211548,"Steaming"
76,146,220,821228,"Steaming"
35,277,292,609436,""
22,278,266,513855,""
10,303,156,615814,""
60,43,40,234489,""
26,99,274,857208,""
41,99,128,281982,""
37,126,135,422577,""
65,110,40,833660,"Steaming"
28,195,141,20676,"70°C for 10 min"
57,264,194,384811,"70°C for 10 min"
73,156,224,206146,"Freezing for 20 min"
55,450,262,496857,""
58,74,164,374191,""
19,241,110,310974,"Freezing for 20 min"
79,188,104,453629,"50°C for 10 min"
37,367,40,798923,""
55,333,64,301674,""
11,332,173,217331,""
56,191,65,392509,""
43,133,100,234375,""
77,118,47,283436,""
25,402,225,372787,""
97,110,121,161453,""
35,488,239,36850,""
13,28,214,670456,""
7,136,92,602623,""
62,443,243,818176,""
29,259,69,976738,""
45,384,265,769287,"Freezing for 20 min"
65,421,298,76324,""
13,251,61,405811,""
46,118,68,579620,""
49,99,70,870499,""
30,183,256,273895,""
97,188,184,89050,""
63,460,114,978630,"Freezing for 20 min"
80,308,158,244232,""
20,351,276,961700,"Freezing for 20 min"
63,219,193,15533,"70°C for 10 min"
58,274,61,427002,"20°C for 60 min"
57,419,140,955887,"50°C for 10 min"
53,62,74,575401,""
83,131,152,33600,"Steaming"
79,105,278,805359,"20°C for 60 min"
44,12,265,580231,""
79,362,20,326036,""
61,209,109,668732,"50°C for 10 min"
100,17,186,848648,""
44,252,116,725929,"20°C for 60 min"
42,462,110,332932,""
60,17,40,151512,"70°C for 10 min"
16,480,161,881409,""
37,96,98,45036,""
65,323,11,70380,""
22,57,108,847023,""
78,108,55,997612,""
16,216,296,473755,"20°C for 60 min"
6,427,140,705826,"20°C for 60 min"
54,162,49,342903,""
100,183,62,342224,""
45,325,297,939240,""
23,268,270,968994,"20°C for 60 min"
62,196,279,75958,""
80,330,189,637985,""
71,483,212,860321,""
13,362,206,992966,""
93,216,261,945618,"70°C for 10 min"
2,23,133,469589,"50°C for 10 min"
47,107,38,78873,"Steaming"
16,220,238,430313,"20°C for 60 min"
68,462,216,717514,""
93,52,97,945114,""
17,95,162,577682,""
55,194,106,590729,"50°C for 10 min"
80,318,60,11009,"Steaming"
19,78,291,859192,""
84,361,186,196930,""
99,318,61,801155,""
89,311,236,379898,""
69,199,125,59326,""
37,477,67,723015,""
11,193,267,673676,""
40,228,69,811890,""
17,304,27,418663,""
100,396,17,271490,""
49,190,79,533333,""
28,8,216,88470,""
68,376,175,84808,""
27,308,26,566549,""
18,425,129,661667,"Freezing for 20 min"
5,124,37,866367,"Freezing for 20 min"
7,123,70,866684,""
56,267,150,194397,""
59,103,79,542152,""
5,71,227,346130,"Steaming"
62,142,84,484779,""
51,15,50,398773,""
94,9,190,199142,"50°C for 10 min"
74,296,218,88882,""
43,13,5,865669,""
86,143,81,98854,""
93,457,31,844776,""
38,63,139,557327,""
46,99,140,543213,""
49,30,245,687241,"20°C for 60 min"
18,108,52,569324,"Freezing for 20 min"
30,96,146,159073,"Steaming"
76,152,22,57085,""
44,167,152,560318,""
35,218,102,186470,"50°C for 10 min"
84,216,90,483025,""
7,441,137,601089,"70°C for 10 min"
94,18,224,204788,""
74,375,154,576447,""
95,226,23,743721,""
29,107,214,614914,""
61,39,103,651756,""
14,258,16,144386,"70°C for 10 min"
56,33,209,86151,""
8,480,182,130905,"70°C for 10 min"
56,323,137,212830,""
63,419,258,240417,""
98,419,128,837646,"Steaming"
21,291,164,602951,""
47,199,138,423523,"Steaming"
62,235,127,609032,""
68,280,147,372955,""
17,9,36,881908,""
99,4,273,109863,"50°C for 10 min"
83,333,120,21675,"50°C for 10 min"
18,452,251,835831,""
22,379,130,815582,""
73,14,257,916077,"20°C for 60 min"
85,142,84,819939,"70°C for 10 min"
29,430,35,765354,""
9,224,50,409286,""
81,232,116,439941,"Steaming"
9,78,174,197479,""
96,293,119,217575,""
1,174,199,474701,""
49,160,109,277527,"Steaming"
39,341,86,352806,""
21,132,295,549164,""
38,261,52,763973,"70°C for 10 min"
13,30,272,782257,"Freezing for 20 min"
38,150,14,155190,""
13,150,81,624718,"Steaming"
38,56,33,141827,""
73,109,221,367096,""
13,474,14,240644,""
27,87,65,547630,"70°C for 10 min"
8,321,251,920883,"Steaming"
81,271,143,896729,""
44,41,86,878494,"Freezing for 20 min"
90,63,46,342838,""
54,193,29,303299,"20°C for 60 min"
76,259,179,490204,""
75,338,129,769424,"Steaming"
25,221,24,959417,""
72,474,12,359537,""
42,46,224,816437,""
42,495,140,435059,""
9,449,120,851265,"20°C for 60 min"
2,387,259,466309,""
94,68,17,540884,""
8,20,143,474533,"Steaming"
97,190,236,48828,""
93,471,240,944763,""
14,408,12,441820,""
78,363,126,374237,"20°C for 60 min"
55,172,24,280567,""
54,175,23,982178,""
51,453,274,971039,""
30,32,49,185520,"Freezing for 20 min"
49,68,42,878639,"Freezing for 20 min"
56,5,165,534225,"Freezing for 20 min"
56,337,253,5692,""
43,199,269,27588,""
93,276,218,748642,""
9,376,259,85175,""
2,299,279,240997,"Freezing for 20 min"
23,121,291,318726,""
65,215,55,479927,""
89,256,49,196281,""
18,108,157,50323,"Freezing for 20 min"
79,221,42,355354,"70°C for 10 min"
86,84,20,677876,""
8,29,250,948090,"70°C for 10 min"
100,79,194,818375,"Steaming"
63,71,273,447906,"50°C for 10 min"
43,375,26,113235,""
84,280,150,368317,""
84,342,214,858047,"70°C for 10 min"
58,245,211,681259,""
7,488,54,979595,"Steaming"
37,479,254,503250,"Freezing for 20 min"
47,308,263,791931,""
55,224,161,162216,""
44,80,17,98991,""
78,8,19,33709,""
83,13,256,339783,"Freezing for 20 min"
65,304,168,829071,""
40,406,193,881622,""
79,72,269,881195,"Steaming"
66,379,286,316772,"Freezing for 20 min"
57,9,193,367538,"70°C for 10 min"
61,12,278,378265,"Steaming"
96,191,277,49622,"Freezing for 20 min"
92,185,122,953148,""
21,165,138,57312,""
75,25,193,748367,"70°C for 10 min"
83,302,83,498436,"20°C for 60 min"
28,422,217,668488,"70°C for 10 min"
65,56,179,299225,""
18,195,126,869003,""
38,271,79,204987,"50°C for 10 min"
77,128,226,624588,""
3,486,75,2693,""
77,403,39,167500,""
95,343,75,651764,""
95,298,127,194321,""
61,407,260,550354,""
41,302,94,226898,""
8,198,57,389816,"Steaming"
64,19,123,467949,""
41,275,124,401382,""
2,106,5,63118,""
23,247,44,380550,"50°C for 10 min"
84,69,123,358429,"70°C for 10 min"
23,21,234,641525,""
15,161,74,229088,""
44,360,135,418549,""
49,132,297,326996,"70°C for 10 min"
77,289,208,495667,""
56,95,114,382950,""
75,195,13,350642,""
40,424,74,481178,"Steaming"
15,313,75,68100,"70°C for 10 min"
53,105,62,202534,"Freezing for 20 min"
18,291,260,189667,""
95,182,98,296310,"Freezing for 20 min"
98,267,136,537430,""
56,229,81,190247,""
45,378,9,920251,""
32,18,195,414291,""
42,98,34,141327,""
18,57,242,639496,""
58,461,2,686120,""
97,148,17,123943,""
100,396,286,164276,""
17,70,77,918488,""
69,490,146,549332,""
65,381,246,933472,""
57,375,75,844330,""
37,181,127,711258,""
38,138,16,357410,""
73,182,73,606522,""
48,455,236,661697,""
87,406,229,25543,"70°C for 10 min"
48,175,191,604050,""
2,259,149,123077,""
2,103,285,756378,""
26,261,145,16403,""
41,366,15,467015,""
10,458,237,619217,""
44,470,123,531303,""
82,375,182,241226,""
35,119,182,147873,"Freezing for 20 min"
92,22,223,705521,""
34,44,115,250854,""
80,330,15,963352,""
69,298,266,94696,""
1,57,28,4501,"Steaming"
12,108,14,679399,"70°C for 10 min"
41,288,233,249146,"50°C for 10 min"
29,168,59,393269,"Freezing for 20 min"
56,215,180,809998,"Steaming"
58,454,255,302658,""
61,131,83,917419,""
49,464,42,850693,"70°C for 10 min"
24,60,79,753471,""
49,442,176,438583,""
5,168,294,273071,"Steaming"
19,111,123,59151,""
62,227,16,294159,"Steaming"
79,346,245,698441,""
7,298,41,461075,""
12,334,230,660172,""
72,212,186,829666,""
48,184,131,931458,""
29,61,237,857208,""
77,408,194,732773,""
28,62,42,690063,"50°C for 10 min"
63,1,35,866318,""
49,108,110,203186,""
38,180,261,752899,""
78,249,103,364822,""
42,124,179,764130,"70°C for 10 min"
41,336,65,410049,""
95,70,14,92724,""
7,369,137,841553,"Steaming"
30,249,184,305847,""
59,250,45,107056,""
1,226,125,919495,""
4,245,111,528473,""
65,56,215,787445,""
75,327,138,271973,""
48,280,288,443207,""
67,177,81,789413,""
29,297,201,378967,""
61,129,117,738922,"Freezing for 20 min"
15,9,193,988495,"20°C for 60 min"
54,43,54,957783,""
44,174,188,989777,""
22,331,289,156250,""
51,285,161,52216,"50°C for 10 min"
14,433,126,106377,"50°C for 10 min"
99,81,87,817184,""
81,268,239,474930,""
51,424,53,546387,"Freezing for 20 min"
1,494,137,297043,""
94,347,183,939789,""
24,54,287,440796,""
11,79,231,199646,""
21,341,38,304924,"Freezing for 20 min"
1,437,127,69038,""
11,318,240,957199,""
58,100,164,278793,""
2,459,112,132935,""
10,454,27,769432,"50°C for 10 min"
34,164,78,452477,""
99,388,271,425568,"70°C for 10 min"
29,197,141,31876,"20°C for 60 min"
20,64,270,795288,""
36,483,238,439224,""
63,219,109,247925,""
17,498,125,113144,""
65,468,125,815826,""
41,452,53,156784,""
48,99,133,213394,""
1,496,151,416077,"70°C for 10 min"
27,89,126,322411,""
47,279,176,177170,""
46,497,219,426514,"20°C for 60 min"
9,339,288,50873,""
22,337,149,347488,"50°C for 10 min"
8,312,76,485466,""
17,176,75,32814,""
16,444,57,84171,""
99,83,208,539368,""
31,231,57,716595,"Freezing for 20 min"
17,434,191,745407,""
90,190,115,536285,""
42,4,30,95425,"20°C for 60 min"
58,232,189,577591,""
19,310,194,284164,""
20,133,117,647850,""
60,337,270,770111,""
23,403,4,71799,"20°C for 60 min"
80,380,219,298920,""
91,277,94,660683,""
16,464,209,351089,""
68,226,132,622864,""
52,145,281,895935,""
65,219,74,615051,""
81,268,85,128555,""
39,332,107,866447,""
70,54,242,188507,""
44,54,230,696487,""
29,337,44,833401,"20°C for 60 min"
46,84,47,110046,""
38,452,117,448212,""
24,184,65,349968,""
87,309,32,458611,"Steaming"
29,201,255,534515,""
90,5,65,503792,"50°C for 10 min"
58,274,152,78506,"20°C for 60 min"
37,146,171,318863,""
51,104,101,753044,"20°C for 60 min"
73,25,198,954788,"Steaming"
54,417,202,590836,"20°C for 60 min"
18,436,295,334869,"Freezing for 20 min"
35,289,106,358070,""
85,50,190,704590,""
34,411,164,18219,""
90,54,223,337448,""
3,171,130,467194,""
5,151,222,957977,""
25,313,295,155731,""
35,63,193,658295,""
32,433,279,940247,""
67,147,60,829475,""
17,284,133,919220,""
5,228,131,474182,"50°C for 10 min"
77,395,90,610161,""
56,45,232,662888,""
10,23,108,990540,""
78,168,195,750824,""
61,140,289,127930,"Steaming"
45,274,60,405334,""
79,161,155,856964,""
58,379,256,107086,""
36,16,188,820297,""
40,199,200,166031,""
90,331,182,766708,""
25,112,98,424927,"20°C for 60 min"
90,393,258,786224,""
22,437,28,10685,""
47,75,100,310440,""
78,171,264,450562,""
10,330,283,187347,""
82,117,170,446259,""
20,385,76,774429,""
96,496,1,283955,""
93,254,38,20615,""
4,372,4,319148,""
54,249,125,113876,""
49,185,107,774132,"Steaming"
72,381,201,667801,""
69,120,70,713417,"20°C for 60 min"
63,305,81,823700,""
22,72,297,613007,"20°C for 60 min"
91,149,259,526764,"70°C for 10 min"
69,148,161,312500,"Steaming"
7,300,253,580460,""
95,178,233,278854,"50°C for 10 min"
83,60,47,991158,""
97,452,36,332729,""
19,152,187,566757,"Freezing for 20 min"
52,145,144,996613,""
15,20,29,645121,""
80,378,172,125320,""
11,65,117,293091,"70°C for 10 min"
89,207,217,138031,"Steaming"
82,40,156,160080,""
68,36,132,981537,""
89,458,161,59753,""
22,67,72,253044,""
46,423,269,242920,""
54,254,112,354988,""
38,452,24,854927,"20°C for 60 min"
93,150,17,732058,""
97,337,53,134827,""
96,151,36,668064,""
44,23,221,744705,""
12,19,149,565567,""
82,296,219,76614,""
21,275,134,81055,""
43,321,174,413254,"Steaming"
58,274,245,799942,""
81,69,195,977158,""
49,155,214,826218,""
20,81,161,650375,""
71,345,208,393005,""
10,443,54,73250,""
78,466,17,68552,""
41,184,279,710022,""
22,135,59,891567,""
99,57,106,584885,""
98,93,51,239784,""
69,439,194,510147,"20°C for 60 min"
3,320,159,470825,"50°C for 10 min"
40,392,86,797585,"20°C for 60 min"
49,88,291,651215,"50°C for 10 min"
50,486,4,825714,"50°C for 10 min"
93,495,276,327484,"70°C for 10 min"
54,375,266,185547,""
40,52,70,524651,""
76,463,251,74478,""
53,233,196,717941,""
26,41,137,553253,""
23,126,238,617737,""
67,380,225,411194,""
24,307,288,714447,""
42,321,14,395285,""
16,47,218,463303,""
43,164,211,723389,""
44,37,23,756660,""
76,193,278,647705,"70°C for 10 min"
41,226,214,307709,""
40,195,110,289001,""
100,31,8,42155,""
84,30,71,28793,"50°C for 10 min"
31,213,203,508438,""
31,266,259,999817,""
63,179,121,54855,"20°C for 60 min"
78,477,173,504913,""
49,442,26,134747,""
35,49,75,316040,""
15,258,68,175369,"Steaming"
86,199,73,176460,""
10,357,18,126436,"50°C for 10 min"
43,35,1,493307,""
56,361,18,639400,""
8,75,111,221062,""
69,278,269,132935,""
20,254,49,44300,""
51,260,63,148819,""
77,23,17,998566,"70°C for 10 min"
86,86,5,539530,""
42,462,182,696075,""
20,310,43,846272,""
32,12,188,233093,"70°C for 10 min"
53,436,257,215088,"50°C for 10 min"
35,144,139,637161,""
92,337,204,388489,""
65,449,280,609741,"70°C for 10 min"
28,62,34,809448,"Freezing for 20 min"
41,302,54,700703,""
31,167,286,326050,""
5,252,116,720139,"50°C for 10 min"
69,332,222,169739,""
15,145,284,855835,"70°C for 10 min"
83,484,89,519539,"Steaming"
74,123,295,320984,""
56,256,137,227753,""
53,263,186,518280,"Steaming"
39,106,270,592987,""
57,260,50,529514,""
98,49,36,182098,"Steaming"
20,180,137,249985,"70°C for 10 min"
49,142,14,75847,""
20,88,153,301224,"50°C for 10 min"
35,411,73,12077,""
87,399,77,246445,"50°C for 10 min"
77,362,135,541306,"Steaming"
65,172,290,282196,""
97,394,123,565788,""
67,402,196,891632,""
75,42,213,250000,""
97,103,100,959099,"Freezing for 20 min"
83,215,54,266476,""
14,434,256,599548,"20°C for 60 min"
55,144,277,340027,""
17,26,171,667801,""
100,4,275,185913,""
44,6,255,200058,""
46,325,133,724747,"Steaming"
6,176,98,438332,""
19,418,81,658157,""
42,89,275,767914,""
35,88,276,109406,""
24,87,1,966850,""
73,403,249,840027,""
68,364,72,675049,""
62,196,55,356918,""
37,496,298,500214,"Freezing for 20 min"
92,30,55,896099,""
34,109,160,402969,"Freezing for 20 min"
10,125,226,792923,""
17,436,286,817963,""
84,341,146,976563,"20°C for 60 min"
