"transaction_id","customer_id","flavour_id","quantity_liters","transaction_date","country","town","postal_code","amount_dollar"
30,74,445,19000,"2023-11-15","CANADA","Toronto","NLZJ74",1061000
31,59,179,60000,"2024-07-07","JAPAN","Nagoya","QN6PK7",1245000
32,67,23,42000,"2023-05-18","GERMANY","Munich","ZCHYUH",960000
33,2,467,22000,"2023-09-25","ISRAEL","Jerusalem","D2VI5K",328000
34,29,413,79000,"2023-02-20","CHINA","Beijing","N4CS4K",344000
35,32,327,36000,"2023-05-10","BRAZIL","São Paulo","EYPDH3",1116000
36,35,445,51000,"2024-03-28","BRAZIL","Fortaleza","T90SZ6",1708000
37,31,468,94000,"2024-06-25","CHINA","Shenzhen","3K6KHH",836000
38,44,109,85000,"2024-10-03","GERMANY","Frankfurt","89RHZP",1337000
39,9,90,99000,"2023-04-17","GERMANY","Frankfurt","D8BFGD",1626000
40,75,448,58000,"2024-04-23","GERMANY","Hamburg","UJ5QYZ",1670000
41,11,493,59000,"2024-05-21","CANADA","Toronto","SNCJVZ",903000
42,52,49,20000,"2024-09-17","GERMANY","Düsseldorf","ZLRMZF",373000
43,15,123,78000,"2023-12-24","JAPAN","Kyoto","BA7JM2",319000
44,57,286,76000,"2023-05-14","JAPAN","Osaka","4ND872",31000
45,62,10,55000,"2024-03-08","JAPAN","Nagoya","3NPNB6",1669000
46,20,312,6000,"2023-03-23","INDIA","Hyderabad","FBPVBE",1618000
47,49,307,61000,"2023-07-17","BRAZIL","Fortaleza","QMEDLK",543000
48,15,203,18000,"2023-11-04","JAPAN","Osaka","8BQYJK",882000
49,13,154,52000,"2023-07-08","CANADA","Ottawa","9VQ18L",399000
50,66,106,17000,"2023-05-26","FRANCE","Paris","134P0Y",1921000
51,54,141,96000,"2023-05-09","SPAIN","Barcelona","SS7F45",695000
52,3,26,37000,"2024-01-12","CANADA","Montreal","KLQ0DA",341000
53,6,332,26000,"2024-03-18","INDIA","Hyderabad","I58VG9",1854000
54,7,291,66000,"2024-11-29","GERMANY","Berlin","7LU4LA",1709000
55,35,131,84000,"2023-02-27","FRANCE","Paris","B2ZQAH",1581000
56,73,148,74000,"2023-05-09","JAPAN","Osaka","7IHU99",1223000
57,6,123,61000,"2024-12-18","SPAIN","Madrid","4VI8PS",295000
58,11,59,68000,"2024-07-14","CHINA","Nanjing","HRYPSR",1385000
59,73,427,73000,"2024-02-19","CHINA","Beijing","V3UCPL",1698000
60,10,285,65000,"2023-09-21","CANADA","Calgary","SOFZ8N",1697000
61,59,194,39000,"2023-09-12","FRANCE","Nice","0YCR9D",808000
62,30,149,43000,"2024-02-03","CHINA","Shanghai","Y4HFBN",1188000
63,25,306,1000,"2024-01-17","ISRAEL","Haifa","YMDOBD",1009000
64,24,248,40000,"2023-04-23","INDIA","Chennai","TMUR36",952000
65,50,73,44000,"2023-09-04","FRANCE","Paris","QHA1QY",1816000
66,19,101,4000,"2023-05-19","JAPAN","Sapporo","0XC1X5",1559000
67,17,33,78000,"2024-01-21","INDIA","Chennai","FBPDV2",944000
68,3,114,56000,"2024-05-16","CANADA","Vancouver","VQ5YIH",408000
69,48,299,93000,"2023-03-09","BRAZIL","Porto Alegre","JIZQR9",1306000
70,39,354,47000,"2023-07-11","SPAIN","Málaga","NAVEHY",531000
71,72,468,54000,"2023-06-05","JAPAN","Sapporo","1CKQRY",140000
72,61,68,17000,"2024-12-08","CANADA","Calgary","L7FLQ9",1994000
73,28,226,71000,"2023-04-08","BRAZIL","São Paulo","Y5Q6QL",1241000
74,8,17,70000,"2024-10-18","ISRAEL","Tel Aviv","DJD7CH",1574000
75,74,294,57000,"2024-04-11","ISRAEL","Jerusalem","Z1EVYP",16000
76,13,438,69000,"2023-10-17","GERMANY","Frankfurt","4ZHAAA",93000
77,11,15,71000,"2024-03-26","SPAIN","Valencia","TVINMN",1163000
78,53,117,67000,"2024-02-21","GERMANY","Cologne","D3PE6L",102000
79,48,216,56000,"2024-12-19","FRANCE","Lyon","3D32KF",1294000
80,13,461,48000,"2024-08-22","BRAZIL","Belém","ZFG7ZH",1743000
81,36,312,27000,"2024-09-28","FRANCE","Nice","IOGC0C",1457000
82,63,438,17000,"2024-07-20","BRAZIL","Brasília","3DCL70",180000
83,73,31,58000,"2024-10-12","GERMANY","Hamburg","PV91F5",803000
84,62,271,39000,"2024-02-29","BRAZIL","Fortaleza","CPTF0O",499000
85,25,433,49000,"2024-09-22","GERMANY","Munich","U84PLV",1588000
86,69,442,80000,"2024-05-06","JAPAN","Nagoya","UTUQNT",1513000
87,61,450,61000,"2024-05-10","ISRAEL","Beer Sheva'","UQL3YX",326000
88,36,314,12000,"2024-12-02","ISRAEL","Haifa","CNQEJG",1339000
89,30,64,90000,"2023-09-07","SPAIN","Valencia","R092QC",1496000
90,31,36,4000,"2023-11-22","CHINA","Shanghai","1YL6S4",666000
91,33,453,85000,"2024-05-09","CANADA","Montreal","5OM65R",119000
92,16,269,35000,"2024-07-15","CANADA","Edmonton","G3KL2E",1294000
93,59,150,62000,"2024-07-09","ISRAEL","Jerusalem","UY790M",315000
94,28,436,73000,"2024-10-14","JAPAN","Osaka","S2FKFR",1861000
95,17,233,14000,"2024-08-09","INDIA","Delhi","X72AYQ",1106000
96,48,3,70000,"2023-08-06","FRANCE","Strasbourg","VJP39N",817000
97,49,272,1000,"2024-10-05","CANADA","Ottawa","H5DOM3",389000
98,65,125,27000,"2024-10-10","CANADA","Toronto","QF8MGK",1764000
99,53,298,24000,"2024-01-28","INDIA","Chennai","BUNAU6",588000
100,36,82,32000,"2023-05-08","INDIA","Chennai","7JVGDP",657000
101,41,438,51000,"2023-10-26","FRANCE","Paris","MCA5MP",40000
102,23,164,82000,"2023-08-05","JAPAN","Kyoto","7PYTTS",360000
103,71,320,89000,"2023-03-27","GERMANY","Munich","1XKQLO",244000
104,53,410,67000,"2024-07-31","BRAZIL","Fortaleza","6AP53K",1430000
105,48,428,69000,"2023-07-09","CANADA","Calgary","MKKP60",671000
106,28,78,1000,"2023-09-24","JAPAN","Osaka","1IMZDZ",1935000
107,24,456,57000,"2023-10-08","SPAIN","Málaga","GLJI5P",386000
108,42,449,33000,"2024-06-13","SPAIN","Granada","6UJK0Y",800000
109,47,329,69000,"2024-01-22","JAPAN","Kyoto","ISBX5Y",1506000
110,41,342,42000,"2023-12-17","GERMANY","Hamburg","V3MJ4N",1789000
111,8,313,39000,"2024-12-27","GERMANY","Hamburg","QGOAA8",1018000
112,71,449,57000,"2023-11-05","JAPAN","Tokyo","GZYBM0",1964000
113,74,115,93000,"2023-11-02","CHINA","Beijing","OHK8HF",47000
114,17,142,59000,"2024-01-02","ISRAEL","Ramat Gan","7K1M2Y",1908000
115,60,395,81000,"2024-04-13","SPAIN","Valencia","KO8VLA",137000
116,8,461,1000,"2024-02-09","JAPAN","Nagoya","U9BZNI",1022000
117,34,11,70000,"2023-05-30","GERMANY","Cologne","N10XTZ",1361000
118,37,258,4000,"2024-02-21","CHINA","Chengdu","MRBUR1",1407000
119,67,256,67000,"2024-09-01","INDIA","Hyderabad","O864VR",1124000
120,55,377,99000,"2024-11-02","FRANCE","Strasbourg","GOB9V4",1639000
121,19,395,5000,"2024-04-15","CANADA","Calgary","H5JRQA",732000
122,25,353,50000,"2023-03-15","BRAZIL","Porto Alegre","DVR2GT",1889000
123,14,130,93000,"2024-01-10","JAPAN","Tokyo","1B1IAO",318000
124,20,250,21000,"2023-10-16","BRAZIL","Fortaleza","592RN0",847000
125,70,270,60000,"2023-05-31","ISRAEL","Jerusalem","QVQARN",1005000
126,53,448,37000,"2023-09-23","CANADA","Toronto","OFU577",1705000
127,15,379,92000,"2023-08-03","ISRAEL","Tel Aviv","JVIIR1",1137000
128,40,500,95000,"2023-10-31","FRANCE","Paris","EU8CTN",939000
129,40,23,84000,"2024-05-25","SPAIN","Seville","6I91GA",1725000
130,7,144,40000,"2024-06-02","CHINA","Shenzhen","HVUZRQ",352000
131,57,438,12000,"2023-08-13","SPAIN","Seville","6CVR6I",595000
132,25,8,40000,"2023-06-20","CANADA","Vancouver","SGDTI7",1767000
133,52,303,59000,"2023-08-08","GERMANY","Frankfurt","RL6S1Z",717000
134,32,129,11000,"2024-09-12","GERMANY","Düsseldorf","AV44MB",984000
135,43,392,54000,"2024-09-14","INDIA","Delhi","9KTE5P",1058000
136,6,487,57000,"2023-03-06","JAPAN","Fukuoka","VDE6MO",1130000
137,47,91,58000,"2023-10-16","BRAZIL","São Paulo","PE5L89",1609000
138,36,139,2000,"2024-07-01","GERMANY","Düsseldorf","9SX4K0",1597000
139,45,225,77000,"2024-11-13","INDIA","Delhi","4R5I6S",726000
140,24,301,60000,"2024-08-13","GERMANY","Düsseldorf","V73QP4",456000
141,31,40,54000,"2023-04-14","JAPAN","Sapporo","3DXRB2",72000
142,46,220,58000,"2024-01-18","SPAIN","Málaga","QGK3GO",310000
143,56,372,60000,"2023-08-12","CANADA","Ottawa","62Z89H",1892000
144,72,191,50000,"2023-10-22","ISRAEL","Tel Aviv","3DEJSG",730000
145,26,308,70000,"2024-08-20","INDIA","Delhi","TD60JV",1193000
146,70,229,2000,"2024-02-21","GERMANY","Düsseldorf","F3BZJE",1060000
147,30,391,41000,"2024-10-12","INDIA","Mumbai","YAS63O",392000
148,38,27,87000,"2024-02-06","GERMANY","Frankfurt","14U0G0",150000
149,64,230,1000,"2024-01-25","CHINA","Shanghai","P7QYQ4",38000
150,59,178,42000,"2023-08-12","CHINA","Shanghai","MMKFIH",896000
151,68,277,93000,"2024-01-10","JAPAN","Nagoya","B25N67",536000
152,40,375,68000,"2023-10-26","CANADA","Montreal","XM8IAI",1932000
153,43,178,31000,"2024-07-07","JAPAN","Kyoto","EZ212J",211000
154,75,321,14000,"2023-07-19","CANADA","Edmonton","J960VN",655000
155,66,11,18000,"2025-01-03","INDIA","Kolkata","C3653K",23000
156,10,470,99000,"2024-01-15","FRANCE","Bordeaux","QPG4EI",1925000
157,7,120,8000,"2023-07-15","INDIA","Hyderabad","MNPRZP",751000
158,14,71,70000,"2024-09-09","CHINA","Shanghai","YRLS6I",640000
159,58,400,47000,"2023-10-31","FRANCE","Marseille","5IRYN6",1790000
160,28,475,8000,"2023-11-22","FRANCE","Paris","J89U8D",165000
161,31,420,98000,"2024-05-14","CHINA","Guangzhou","UM8UXN",304000
162,37,156,14000,"2024-01-14","ISRAEL","Haifa","1UTN5C",1563000
163,8,53,44000,"2024-07-02","ISRAEL","Petah Tikva","HQJQ73",611000
164,3,220,31000,"2023-09-08","JAPAN","Sapporo","ROFGYP",761000
165,46,485,22000,"2024-09-18","SPAIN","Madrid","M5XJQQ",1145000
166,62,327,2000,"2023-06-17","SPAIN","Valencia","41CJ2S",162000
167,15,223,38000,"2024-11-11","ISRAEL","Tel Aviv","JLURSE",165000
168,72,457,31000,"2024-02-24","GERMANY","Hamburg","LBX87L",792000
169,67,216,13000,"2023-07-12","JAPAN","Osaka","FQHDZN",550000
170,46,392,5000,"2024-02-08","INDIA","Kolkata","ZLAMYO",563000
171,58,285,18000,"2023-10-08","ISRAEL","Haifa","2H9GLY",1468000
172,36,444,28000,"2023-06-30","FRANCE","Marseille","7KESF4",884000
173,44,140,14000,"2024-10-13","BRAZIL","Porto Alegre","AQTQTM",845000
174,32,102,28000,"2024-01-18","GERMANY","Düsseldorf","NRI24M",1474000
175,57,27,5000,"2023-09-25","CANADA","Edmonton","071IB7",460000
176,26,435,35000,"2024-12-17","FRANCE","Marseille","P54YZR",1800000
177,51,197,69000,"2023-12-10","FRANCE","Bordeaux","CMQ8TQ",62000
178,35,57,47000,"2023-05-23","ISRAEL","Haifa","71ETU5",1618000
179,59,294,53000,"2023-05-08","GERMANY","Hamburg","AFN4OU",81000
180,29,282,4000,"2024-01-24","INDIA","Hyderabad","2QFJ6V",1338000
181,70,391,84000,"2023-05-24","CANADA","Vancouver","MAHALX",1362000
182,67,445,26000,"2024-02-11","FRANCE","Paris","TG1C3J",1691000
183,17,378,85000,"2023-07-07","CHINA","Chengdu","760TDM",1570000
184,19,407,18000,"2023-09-16","JAPAN","Nagoya","SE9EIB",1882000
185,3,131,92000,"2023-08-16","GERMANY","Berlin","Q6X9UB",1854000
186,41,474,27000,"2024-05-23","JAPAN","Sapporo","OL5T18",276000
187,58,382,47000,"2023-09-15","GERMANY","Cologne","7K7FF2",753000
188,47,364,8000,"2023-05-01","GERMANY","Düsseldorf","H25S33",912000
189,8,374,47000,"2023-11-02","GERMANY","Düsseldorf","3B0K76",608000
190,56,267,89000,"2024-01-08","GERMANY","Cologne","GJK9SM",1337000
191,17,129,30000,"2023-07-11","SPAIN","Barcelona","8JODRQ",1624000
192,41,56,96000,"2023-03-30","BRAZIL","Porto Alegre","4D9LPZ",1264000
193,12,419,87000,"2024-05-04","ISRAEL","Tel Aviv","V4BEII",1855000
194,30,477,58000,"2023-06-27","SPAIN","Seville","KGFZC0",1604000
195,37,160,16000,"2024-11-22","JAPAN","Sapporo","L0CAB0",1869000
196,20,271,26000,"2023-11-23","BRAZIL","São Paulo","SE1C89",23000
197,43,168,23000,"2023-05-20","INDIA","Delhi","0UJA1N",174000
198,61,425,58000,"2023-10-12","JAPAN","Fukuoka","NDVZ4Q",1575000
199,23,493,24000,"2024-11-28","SPAIN","Málaga","1469FS",861000
200,41,190,12000,"2023-07-04","JAPAN","Sapporo","5FUU1A",1214000
201,12,261,80000,"2024-06-30","FRANCE","Paris","XVEHPI",151000
202,43,413,65000,"2024-06-30","CANADA","Edmonton","Q6VHNV",1631000
203,10,128,92000,"2023-07-13","FRANCE","Nice","BJCOVT",307000
204,59,93,95000,"2023-07-07","INDIA","Delhi","UG6AQM",1125000
205,69,198,52000,"2023-10-01","ISRAEL","Petah Tikva","TQZ009",851000
206,25,240,60000,"2024-12-25","CHINA","Chengdu","2QN5XL",1521000
207,58,105,18000,"2023-02-21","CHINA","Chengdu","FN81QH",49000
208,2,182,79000,"2024-11-15","ISRAEL","Ramat Gan","37VCOE",7000
209,42,12,67000,"2024-03-06","GERMANY","Munich","R26ZMH",1103000
210,14,98,34000,"2024-08-06","FRANCE","Lyon","1TIS8N",350000
211,44,496,10000,"2023-07-29","INDIA","Chennai","0T5YB7",1715000
212,64,387,17000,"2024-12-16","SPAIN","Madrid","ZINI22",1835000
213,60,393,64000,"2023-06-13","CHINA","Guangzhou","785P0V",1799000
214,69,301,87000,"2024-05-02","GERMANY","Hamburg","VFP0JN",1666000
215,12,265,88000,"2023-06-06","BRAZIL","Brasília","ROYJXI",1970000
216,13,356,11000,"2023-09-29","FRANCE","Marseille","R49QI7",1792000
217,52,121,52000,"2023-03-15","CANADA","Edmonton","024GYA",1597000
218,59,28,2000,"2023-10-05","JAPAN","Tokyo","JR0HUI",1647000
219,22,113,9000,"2024-12-21","FRANCE","Marseille","E1TKCG",1581000
220,25,471,97000,"2023-10-21","INDIA","Chennai","EF3TAP",687000
221,4,98,48000,"2024-12-15","FRANCE","Strasbourg","2VAOCL",1585000
222,40,247,29000,"2023-06-24","BRAZIL","Rio de Janeiro","DRJUY2",517000
223,18,404,70000,"2023-04-10","FRANCE","Strasbourg","Q0HOKF",656000
224,22,416,80000,"2024-03-16","INDIA","Mumbai","ZDXS0X",923000
225,26,390,46000,"2023-08-11","SPAIN","Málaga","1IJZF2",1178000
226,10,433,83000,"2024-09-19","CANADA","Ottawa","TQ25M3",1164000
227,50,233,89000,"2024-11-18","GERMANY","Munich","BFDJBA",1648000
228,59,71,53000,"2023-05-05","BRAZIL","São Paulo","CKOE72",1395000
229,12,456,87000,"2024-03-06","CHINA","Nanjing","D4RUT0",921000
230,75,479,16000,"2024-10-07","INDIA","Kolkata","L37E82",1831000
231,16,18,22000,"2023-05-15","BRAZIL","Brasília","VB4SCE",316000
232,57,141,5000,"2024-02-18","FRANCE","Paris","CHB4NG",1420000
233,49,436,48000,"2024-06-30","ISRAEL","Beer Sheva'","MB9P0K",460000
234,56,490,95000,"2023-12-27","CHINA","Shanghai","P8ZHGH",1777000
235,10,298,42000,"2023-10-10","CANADA","Calgary","XPB8YM",300000
236,56,484,97000,"2023-09-16","SPAIN","Granada","8M1YET",874000
237,66,476,21000,"2023-06-30","FRANCE","Nice","RB246C",87000
238,49,162,61000,"2024-04-19","CHINA","Guangzhou","DGK9NE",178000
239,47,270,0,"2023-04-22","CHINA","Shanghai","NYHRAA",99000
240,7,382,63000,"2024-01-24","CANADA","Calgary","NY13A2",775000
241,10,204,31000,"2023-03-22","FRANCE","Bordeaux","A5YUFK",1036000
242,62,310,90000,"2023-02-24","SPAIN","Málaga","06C8N6",362000
243,20,245,99000,"2023-11-15","CANADA","Vancouver","MXG24C",1184000
244,6,107,21000,"2025-01-12","FRANCE","Nice","4US937",409000
245,48,75,68000,"2024-01-17","FRANCE","Strasbourg","A7XYZE",690000
246,7,401,93000,"2023-10-19","GERMANY","Berlin","XEUD8Z",1490000
247,69,276,5000,"2024-06-25","INDIA","Chennai","H60715",359000
248,6,116,68000,"2023-09-03","INDIA","Delhi","RMY2YX",415000
249,12,136,2000,"2024-06-30","BRAZIL","Fortaleza","KQIR6X",256000
250,59,461,43000,"2025-01-14","CANADA","Vancouver","VYLN30",961000
251,27,203,92000,"2023-12-23","FRANCE","Bordeaux","77XZQJ",507000
252,9,109,41000,"2023-10-31","INDIA","Hyderabad","S5EC7I",1939000
253,66,23,65000,"2024-03-04","CHINA","Shenzhen","1OMFU4",1266000
254,61,159,36000,"2023-11-04","FRANCE","Nice","QY6H7O",1172000
255,24,246,10000,"2023-08-16","FRANCE","Lyon","ULCUE8",1078000
256,19,369,99000,"2023-05-22","ISRAEL","Petah Tikva","PM19UY",1735000
257,12,142,71000,"2024-07-14","CANADA","Calgary","P1TZ1X",1120000
258,57,173,78000,"2023-04-19","CANADA","Vancouver","VN4URM",115000
259,50,166,31000,"2023-11-19","FRANCE","Strasbourg","0PZO8H",1581000
260,20,442,99000,"2023-08-07","BRAZIL","São Paulo","HGS9K0",699000
261,19,410,14000,"2023-07-31","SPAIN","Barcelona","4GVN5G",1165000
262,35,13,3000,"2025-01-02","INDIA","Hyderabad","8673KI",961000
263,18,103,36000,"2023-09-09","INDIA","Bangalore","AED19O",288000
264,40,274,46000,"2023-04-10","INDIA","Hyderabad","ER5JC5",452000
265,33,231,24000,"2024-02-24","BRAZIL","Belém","NSP7BF",4000
266,73,252,50000,"2024-01-24","SPAIN","Valencia","KR90RJ",570000
267,14,308,73000,"2024-08-27","INDIA","Hyderabad","16SXAG",166000
268,64,1,32000,"2023-09-29","INDIA","Kolkata","X2R6AY",1540000
269,64,192,28000,"2023-04-04","GERMANY","Munich","R5E1UB",1436000
270,9,128,28000,"2024-05-01","ISRAEL","Petah Tikva","L0N4TU",1334000
271,68,390,7000,"2024-12-24","ISRAEL","Ramat Gan","AE00H8",1348000
272,71,461,14000,"2023-03-12","ISRAEL","Tel Aviv","7S8TXH",440000
273,37,313,74000,"2023-02-21","SPAIN","Barcelona","62PTAR",1924000
274,48,34,80000,"2023-09-30","SPAIN","Madrid","9BT9M0",260000
275,73,21,25000,"2023-11-28","GERMANY","Munich","0HIRFP",1109000
276,71,88,14000,"2024-02-16","JAPAN","Osaka","S30OOK",1747000
277,4,63,90000,"2024-08-12","CANADA","Edmonton","E5AYSR",1334000
278,62,38,86000,"2024-10-16","ISRAEL","Tel Aviv","6GSN41",1358000
279,33,202,73000,"2023-07-30","GERMANY","Munich","UO6R8H",1186000
280,49,279,92000,"2024-01-16","JAPAN","Osaka","5PDMU8",1079000
281,70,497,38000,"2024-03-01","BRAZIL","Porto Alegre","D4J5G9",1654000
282,9,454,25000,"2024-05-21","GERMANY","Berlin","BQJOGN",1754000
283,38,304,99000,"2023-07-23","ISRAEL","Haifa","JIG0O3",1802000
284,26,286,57000,"2024-10-04","INDIA","Mumbai","Z92RFV",907000
285,44,57,83000,"2024-11-11","INDIA","Chennai","J8S9TJ",1234000
286,13,500,75000,"2024-10-20","BRAZIL","Brasília","UOZMGE",37000
287,39,456,39000,"2024-11-30","INDIA","Kolkata","HHSA5J",73000
288,68,445,31000,"2023-03-29","SPAIN","Valencia","SI6HH7",1204000
289,9,388,8000,"2024-02-01","GERMANY","Munich","UZ1YVE",226000
290,18,478,11000,"2023-10-27","BRAZIL","São Paulo","8KKDXA",200000
291,58,338,78000,"2024-02-14","CANADA","Montreal","0VUXNC",292000
292,3,310,77000,"2024-03-17","BRAZIL","Brasília","IPJ604",1903000
293,21,252,36000,"2024-11-21","FRANCE","Nice","PPCT79",1336000
294,35,491,76000,"2023-07-07","ISRAEL","Beer Sheva'","AL8QZO",902000
295,8,470,0,"2023-11-05","FRANCE","Lyon","MY4SUZ",873000
296,25,469,90000,"2024-08-13","CANADA","Edmonton","67QVAN",660000
297,45,184,74000,"2024-04-04","FRANCE","Paris","1VVLF8",960000
298,60,373,95000,"2024-01-08","ISRAEL","Beer Sheva'","DT26OC",1018000
299,39,408,57000,"2023-07-29","CANADA","Montreal","M0PFO8",210000
300,38,104,69000,"2023-05-25","SPAIN","Málaga","I0X1SZ",1507000
301,66,160,34000,"2024-01-12","BRAZIL","Porto Alegre","4GEPH2",880000
302,23,34,29000,"2024-04-22","SPAIN","Málaga","VZSSSN",28000
303,35,261,70000,"2024-06-19","BRAZIL","Brasília","M9BH2F",1330000
304,40,226,45000,"2023-05-09","FRANCE","Strasbourg","OOZXVG",649000
305,14,207,96000,"2024-05-03","GERMANY","Munich","LLQ1G9",1639000
306,56,75,95000,"2024-11-20","INDIA","Chennai","ZPIYN7",236000
307,61,452,44000,"2024-05-15","FRANCE","Bordeaux","3YI97A",1589000
308,72,244,1000,"2023-12-12","FRANCE","Marseille","HO6SSQ",122000
309,9,316,43000,"2024-01-18","ISRAEL","Jerusalem","I1QBZ3",1553000
310,61,438,36000,"2023-08-20","CHINA","Shanghai","FCT4GK",1908000
311,48,419,23000,"2023-09-17","INDIA","Delhi","95RMOD",450000
312,56,183,40000,"2024-06-15","JAPAN","Tokyo","X0CG0C",1447000
313,3,146,70000,"2023-07-18","ISRAEL","Petah Tikva","9HUD76",15000
314,13,144,85000,"2024-08-02","CHINA","Shenzhen","M4GPSS",1977000
315,35,152,27000,"2024-07-16","ISRAEL","Petah Tikva","XD306V",1803000
316,2,104,49000,"2024-11-25","JAPAN","Tokyo","CAJHG8",984000
317,64,241,1000,"2024-09-30","INDIA","Hyderabad","CCP28Q",338000
318,18,176,5000,"2024-09-09","JAPAN","Osaka","RE90S9",1640000
319,5,461,85000,"2024-03-11","CHINA","Beijing","CV3OYY",1546000
320,19,419,46000,"2024-07-12","ISRAEL","Beer Sheva'","A2K6JO",129000
321,64,234,11000,"2024-09-30","CHINA","Chengdu","AKMNQO",1184000
322,56,298,21000,"2023-08-31","ISRAEL","Tel Aviv","3KC4TT",396000
323,1,453,97000,"2024-11-27","SPAIN","Seville","96EL25",1172000
324,3,233,3000,"2023-05-14","CANADA","Montreal","FU9UYO",1232000
325,41,231,16000,"2024-11-01","CHINA","Shanghai","579YP6",491000
326,50,370,43000,"2024-02-21","CHINA","Guangzhou","TYD0DI",1461000
327,68,293,4000,"2023-06-27","SPAIN","Madrid","OOI6EY",697000
328,5,471,34000,"2023-08-23","BRAZIL","Fortaleza","YAPYPD",268000
329,5,382,34000,"2023-03-19","ISRAEL","Tel Aviv","IX644R",1824000
330,71,419,22000,"2023-02-16","CHINA","Guangzhou","I47E5P",1569000
331,72,72,77000,"2024-01-18","INDIA","Hyderabad","Z8KI8I",1504000
332,25,485,11000,"2023-05-20","INDIA","Chennai","D0380U",1126000
333,24,414,99000,"2023-04-28","CHINA","Guangzhou","6VDPNC",1476000
334,45,397,59000,"2023-04-14","JAPAN","Nagoya","NNYP1U",1893000
335,65,151,19000,"2023-09-01","CHINA","Shenzhen","1MXLS4",445000
336,70,64,0,"2023-06-13","CANADA","Toronto","3B7TBI",1450000
337,11,122,24000,"2024-09-03","FRANCE","Nice","K6ETQC",759000
338,13,343,76000,"2024-12-06","INDIA","Hyderabad","3ROMCZ",467000
339,11,15,67000,"2023-06-03","JAPAN","Osaka","KA76J8",190000
340,65,466,9000,"2024-11-30","GERMANY","Frankfurt","AC9N3H",1502000
341,58,466,34000,"2024-06-10","JAPAN","Kyoto","E6XFEI",947000
342,24,254,19000,"2024-06-04","SPAIN","Valencia","8SBDVL",309000
343,44,19,53000,"2024-08-19","JAPAN","Sapporo","58Y4SN",1528000
344,32,285,27000,"2024-06-27","BRAZIL","Brasília","4S6SAR",1584000
345,28,300,56000,"2024-07-18","FRANCE","Lyon","9OJV2T",157000
346,69,142,15000,"2024-12-19","CANADA","Toronto","XZPRL6",1390000
347,62,299,55000,"2024-05-28","GERMANY","Frankfurt","T9D6RX",1021000
348,74,208,0,"2023-10-02","ISRAEL","Ramat Gan","S7JX8Y",1930000
349,49,373,93000,"2023-10-18","JAPAN","Nagoya","Y2VJ0R",881000
350,14,188,64000,"2023-10-26","CANADA","Ottawa","JMU2V3",1247000
351,33,353,75000,"2024-06-03","JAPAN","Fukuoka","Y7VTV5",1576000
352,17,151,0,"2024-05-12","BRAZIL","Fortaleza","X05T0L",1919000
353,57,238,20000,"2024-10-04","SPAIN","Granada","RBDASU",1353000
354,7,99,53000,"2024-07-05","CHINA","Shanghai","HRGJ54",1998000
