"transaction_id","customer_id","flavour_id","quantity_liters","transaction_date","country","town","postal_code","amount_dollar"
16426,74,65,90000,"2023-08-31","FRANCE","Marseille","28JB2R",985000
16427,73,158,45000,"2024-12-25","FRANCE","Nice","26PV94",1013000
16428,6,147,86000,"2023-12-14","BRAZIL","São Paulo","Y0Q0S5",551000
16429,2,273,75000,"2023-10-11","ISRAEL","Haifa","YOE59N",863000
16430,37,420,92000,"2023-06-04","FRANCE","Nice","QDU37K",222000
16431,63,290,8000,"2023-04-27","BRAZIL","Porto Alegre","GA9G5S",525000
16432,73,272,52000,"2024-12-29","CANADA","Ottawa","2AQKS2",1746000
16433,31,309,68000,"2024-01-27","GERMANY","Frankfurt","SH3B8S",1088000
16434,16,419,87000,"2023-11-23","ISRAEL","Petah Tikva","V9LPY9",1701000
16435,72,340,51000,"2023-02-17","CHINA","Shenzhen","60KT8E",172000
16436,4,206,79000,"2023-04-25","JAPAN","Nagoya","87X7II",284000
16437,46,307,42000,"2023-09-19","JAPAN","Kyoto","JU8NIJ",1848000
16438,47,384,67000,"2024-06-11","CANADA","Calgary","QIGXDB",1241000
16439,53,213,76000,"2023-07-13","BRAZIL","Rio de Janeiro","NQUL2M",10000
16440,35,357,67000,"2023-10-01","INDIA","Mumbai","8MK6G4",1174000
16441,31,401,96000,"2023-06-11","FRANCE","Nice","LJ8M7E",1545000
16442,34,104,49000,"2024-09-01","INDIA","Delhi","8QPTV3",957000
16443,37,161,45000,"2024-04-22","CANADA","Montreal","VVY15M",887000
16444,74,86,47000,"2024-12-26","CANADA","Ottawa","XIGDBA",1897000
16445,48,133,63000,"2023-03-11","INDIA","Delhi","7AK8KO",434000
16446,51,106,33000,"2023-06-25","JAPAN","Kyoto","E2Q9VU",944000
16447,42,85,32000,"2024-10-19","GERMANY","Cologne","HKTFIF",1087000
16448,12,141,70000,"2024-04-03","SPAIN","Barcelona","55IHVD",1464000
16449,27,104,60000,"2024-06-06","FRANCE","Marseille","OQR006",1498000
16450,41,374,18000,"2023-05-16","SPAIN","Málaga","USN3Y3",954000
16451,42,108,65000,"2023-10-04","GERMANY","Cologne","RM48ZS",1957000
16452,12,323,61000,"2024-07-29","CHINA","Guangzhou","KUSCSM",976000
16453,23,466,33000,"2024-04-11","FRANCE","Nice","5G2DMD",884000
16454,39,335,25000,"2024-10-30","BRAZIL","Belém","LGDQ9D",1055000
16455,6,63,30000,"2023-07-10","FRANCE","Paris","MMECCK",906000
16456,1,493,83000,"2024-07-31","CANADA","Toronto","TMUVH0",1209000
16457,9,289,67000,"2024-01-16","INDIA","Kolkata","KZNKCC",827000
16458,26,146,88000,"2023-10-13","BRAZIL","Porto Alegre","M7NOMM",1050000
16459,75,461,1000,"2024-11-17","INDIA","Delhi","HJQHG5",1222000
16460,49,271,38000,"2024-05-05","CANADA","Toronto","XSIHDJ",1941000
16461,21,270,35000,"2023-11-22","GERMANY","Düsseldorf","PZJML5",1605000
16462,57,158,17000,"2024-10-11","BRAZIL","Fortaleza","K46S28",994000
16463,25,303,43000,"2024-07-31","FRANCE","Lyon","AKRUAS",1756000
16464,27,90,30000,"2024-10-18","FRANCE","Paris","PYIZBB",1470000
16465,10,475,83000,"2023-04-26","SPAIN","Barcelona","XKV6Z1",291000
16466,16,7,87000,"2024-05-10","ISRAEL","Haifa","JOZRNP",439000
16467,74,425,34000,"2024-03-05","JAPAN","Sapporo","YYGEV3",361000
16468,17,27,37000,"2023-05-18","INDIA","Delhi","DXV4ZX",1083000
16469,27,124,25000,"2023-05-03","CHINA","Chengdu","6UOOY2",1486000
16470,33,451,6000,"2024-03-29","SPAIN","Madrid","4LRVTE",1348000
16471,62,285,33000,"2023-05-03","SPAIN","Málaga","TBVMI3",1219000
16472,41,119,42000,"2023-11-23","ISRAEL","Tel Aviv","3H345U",602000
16473,29,183,85000,"2023-10-04","ISRAEL","Beer Sheva'","3QZG4H",1994000
16474,71,364,2000,"2024-04-23","JAPAN","Tokyo","0X661Y",941000
16475,21,172,32000,"2024-12-02","CHINA","Nanjing","EXAFXL",557000
16476,25,389,97000,"2023-04-25","SPAIN","Valencia","7JZEUH",934000
16477,47,108,78000,"2023-10-06","CANADA","Calgary","FV1XA9",1716000
16478,9,109,23000,"2023-09-03","GERMANY","Munich","CRVLGO",1857000
16479,23,96,14000,"2023-03-31","JAPAN","Tokyo","GFMHLZ",288000
16480,14,152,3000,"2024-01-22","CHINA","Shenzhen","DKJQ1T",1761000
16481,72,242,21000,"2024-02-04","INDIA","Hyderabad","H96OCA",982000
16482,17,153,89000,"2023-07-30","CHINA","Shanghai","DOJ76Z",1656000
16483,25,245,60000,"2024-10-10","GERMANY","Cologne","2YHTXY",1714000
16484,57,363,50000,"2024-11-04","ISRAEL","Ramat Gan","DA9TS4",953000
16485,21,341,18000,"2023-11-22","ISRAEL","Tel Aviv","OM8MN4",1393000
16486,44,392,40000,"2024-06-25","BRAZIL","Belém","RG3CLI",1556000
16487,32,7,81000,"2023-04-19","CHINA","Guangzhou","7743N1",1010000
16488,33,99,25000,"2025-01-12","SPAIN","Valencia","QX7V4X",1669000
16489,44,191,29000,"2023-08-14","FRANCE","Lyon","IN8NUS",1921000
16490,75,467,39000,"2023-10-24","JAPAN","Fukuoka","KDBCJX",1698000
16491,3,386,64000,"2024-01-28","FRANCE","Bordeaux","Y2LBDB",312000
16492,72,157,10000,"2024-05-25","FRANCE","Bordeaux","91J5DC",1512000
16493,26,104,61000,"2023-06-15","INDIA","Bangalore","NXLQB4",700000
16494,11,43,16000,"2024-04-04","ISRAEL","Ramat Gan","7JXHK7",1273000
16495,21,232,47000,"2023-06-19","BRAZIL","Rio de Janeiro","B3MCEF",56000
16496,54,154,7000,"2024-03-25","SPAIN","Granada","IMHG5R",1164000
16497,8,318,61000,"2023-03-31","CHINA","Guangzhou","PFYXC9",385000
16498,20,362,56000,"2023-07-23","FRANCE","Bordeaux","OG4XVL",1560000
16499,60,270,29000,"2023-05-08","ISRAEL","Haifa","8YOB3F",1566000
16500,31,262,99000,"2024-05-28","CANADA","Toronto","AKQ8N4",1990000
16501,40,54,22000,"2024-06-04","BRAZIL","Porto Alegre","EBRO44",1227000
16502,35,395,34000,"2023-03-03","CHINA","Shenzhen","AZBYON",1467000
16503,48,295,31000,"2024-10-06","CANADA","Montreal","9LDS7B",450000
16504,51,6,4000,"2023-04-28","CHINA","Nanjing","FM3BTB",1127000
16505,68,273,1000,"2024-06-05","GERMANY","Berlin","O2LO3Y",301000
16506,51,201,96000,"2023-08-11","SPAIN","Valencia","F4MXPG",53000
16507,64,329,45000,"2023-07-09","FRANCE","Paris","ITOQKN",132000
16508,3,343,27000,"2024-01-17","GERMANY","Munich","ND5057",951000
16509,24,25,56000,"2024-12-02","BRAZIL","São Paulo","ZPQMLT",1031000
16510,70,421,91000,"2023-03-28","BRAZIL","Rio de Janeiro","72BQEI",965000
16511,30,154,64000,"2023-05-23","CHINA","Shanghai","NGTYKD",959000
16512,51,57,65000,"2023-03-18","ISRAEL","Ramat Gan","DBJVKH",842000
16513,23,366,44000,"2024-12-30","JAPAN","Nagoya","D75DHJ",1038000
16514,34,301,29000,"2024-08-18","ISRAEL","Tel Aviv","350U0S",36000
16515,4,117,11000,"2023-09-09","BRAZIL","Fortaleza","IUAIZN",585000
16516,30,261,77000,"2023-04-18","CANADA","Edmonton","7NVB7S",1294000
16517,52,186,51000,"2023-10-18","GERMANY","Cologne","KV3MOX",54000
16518,23,358,57000,"2024-11-16","SPAIN","Valencia","7C8VXR",1412000
16519,60,175,25000,"2023-09-24","INDIA","Chennai","IAD5UR",1327000
16520,41,136,55000,"2024-04-26","INDIA","Hyderabad","STS7HD",1850000
16521,54,30,6000,"2024-11-14","GERMANY","Cologne","TZGG27",1483000
16522,35,184,88000,"2023-12-28","INDIA","Mumbai","MZ2J2A",1489000
16523,38,147,9000,"2024-08-20","GERMANY","Hamburg","B23Y3U",1612000
16524,24,246,18000,"2025-01-05","CHINA","Shanghai","8H4XX4",975000
16525,8,79,14000,"2024-08-02","SPAIN","Málaga","F5OKGR",754000
16526,20,445,24000,"2024-09-04","GERMANY","Hamburg","EO6CCM",674000
16527,38,67,67000,"2023-05-11","CANADA","Vancouver","MHEJL7",674000
16528,13,128,56000,"2023-09-17","FRANCE","Marseille","H5N0IY",1097000
16529,15,307,50000,"2024-12-01","SPAIN","Valencia","2CGFDM",1131000
16530,9,170,4000,"2025-01-08","INDIA","Hyderabad","C8F2EE",1975000
16531,14,50,32000,"2023-06-11","SPAIN","Seville","5M0PL8",1710000
16532,29,15,97000,"2024-05-22","JAPAN","Tokyo","CRSAAM",958000
16533,11,401,93000,"2024-10-06","CHINA","Nanjing","QG1BLY",1120000
16534,9,10,4000,"2023-06-19","FRANCE","Marseille","2EE103",1980000
16535,10,148,57000,"2023-09-07","FRANCE","Lyon","49Z2UU",1526000
16536,24,360,2000,"2023-05-09","ISRAEL","Petah Tikva","KJ3B5K",540000
16537,52,125,79000,"2023-08-22","CANADA","Toronto","8VSVVO",1253000
16538,40,318,32000,"2023-04-03","JAPAN","Sapporo","U7FSDZ",451000
16539,57,369,17000,"2024-08-20","CHINA","Shanghai","5UY8SC",1053000
16540,50,175,20000,"2023-06-19","CHINA","Shenzhen","AKPE85",1661000
16541,67,454,12000,"2024-06-06","SPAIN","Seville","6MA6I0",1272000
16542,35,4,64000,"2023-10-02","JAPAN","Tokyo","GXX03Z",1612000
16543,73,311,86000,"2024-03-22","CANADA","Calgary","3M8LR4",300000
16544,58,320,49000,"2023-07-02","GERMANY","Hamburg","2PBIBO",1733000
16545,39,231,98000,"2023-11-07","FRANCE","Nice","I1GMUC",914000
16546,60,369,56000,"2024-04-04","FRANCE","Marseille","8OST1H",31000
16547,43,80,79000,"2024-07-21","INDIA","Chennai","17ZLFN",233000
16548,34,201,97000,"2023-04-02","CHINA","Guangzhou","XVVDMO",1120000
16549,69,320,13000,"2024-10-28","BRAZIL","Rio de Janeiro","V46DKT",1539000
16550,46,252,32000,"2024-06-24","GERMANY","Berlin","P04K8G",1758000
16551,37,426,30000,"2023-04-18","INDIA","Chennai","Z2OQDT",1794000
16552,27,6,17000,"2024-09-29","JAPAN","Sapporo","VJL265",520000
16553,26,246,25000,"2024-09-23","BRAZIL","Porto Alegre","3PF93N",1080000
16554,21,117,55000,"2023-07-13","ISRAEL","Haifa","HLYQ0F",1366000
16555,30,403,38000,"2023-04-14","CANADA","Edmonton","13NU3X",1298000
16556,10,117,37000,"2023-07-21","SPAIN","Málaga","2CXBHF",556000
16557,12,79,97000,"2024-07-12","ISRAEL","Ramat Gan","KL0GJH",919000
16558,28,175,38000,"2024-04-28","INDIA","Bangalore","GB9809",574000
16559,29,74,60000,"2024-03-02","GERMANY","Düsseldorf","BQATOC",1753000
16560,37,76,28000,"2024-02-11","CANADA","Edmonton","OYB96Q",1592000
16561,73,148,49000,"2024-09-30","GERMANY","Frankfurt","GPEDFY",1904000
16562,12,374,13000,"2024-01-07","CANADA","Edmonton","5JV7SL",805000
16563,10,385,53000,"2023-12-09","ISRAEL","Haifa","C85L15",1943000
16564,16,399,26000,"2025-01-15","ISRAEL","Haifa","JVOOKN",978000
16565,24,374,47000,"2023-04-21","JAPAN","Nagoya","6TYG7R",508000
16566,3,166,23000,"2023-11-04","INDIA","Delhi","8XXK9G",711000
16567,6,117,64000,"2023-06-29","SPAIN","Málaga","6SF2EO",1600000
16568,21,315,68000,"2024-02-29","BRAZIL","Fortaleza","T77ZA0",1257000
16569,37,426,84000,"2024-09-18","JAPAN","Fukuoka","94KDMO",1520000
16570,29,407,69000,"2023-08-11","FRANCE","Paris","EKUFHP",1720000
16571,30,497,19000,"2024-04-17","CHINA","Shenzhen","IQRT9I",727000
16572,74,188,5000,"2024-05-16","SPAIN","Granada","04YO20",583000
16573,4,349,95000,"2024-02-17","ISRAEL","Tel Aviv","88C846",1050000
16574,17,368,31000,"2024-06-25","CANADA","Ottawa","TN182X",1125000
16575,26,267,38000,"2023-06-20","BRAZIL","Porto Alegre","LX1BDB",502000
16576,30,417,82000,"2024-03-09","INDIA","Hyderabad","N4UO48",1551000
16577,41,133,2000,"2024-08-12","FRANCE","Bordeaux","0UVQZJ",1985000
16578,23,405,91000,"2024-02-07","BRAZIL","Porto Alegre","M39GZ1",72000
16579,2,83,88000,"2024-12-16","JAPAN","Nagoya","8P9DPH",1619000
16580,42,323,56000,"2024-07-02","SPAIN","Seville","V66QXS",1439000
16581,12,71,95000,"2024-10-21","BRAZIL","Rio de Janeiro","REI0OC",1847000
16582,4,306,28000,"2025-01-04","CHINA","Guangzhou","9HD5LT",419000
16583,66,28,32000,"2024-01-12","FRANCE","Strasbourg","61F0P1",939000
16584,13,351,10000,"2024-11-28","JAPAN","Osaka","N30UBB",318000
16585,62,248,59000,"2024-02-18","BRAZIL","Brasília","D1FZCB",857000
16586,64,90,59000,"2024-08-18","ISRAEL","Beer Sheva'","DJS01O",898000
16587,71,95,88000,"2023-12-23","GERMANY","Hamburg","GORZ25",1097000
16588,34,441,92000,"2024-11-23","ISRAEL","Tel Aviv","I53O56",1756000
16589,22,240,72000,"2024-07-22","FRANCE","Marseille","VTEM84",1804000
16590,15,416,70000,"2023-10-06","INDIA","Mumbai","PUVTLV",1197000
16591,74,36,70000,"2024-06-26","SPAIN","Granada","ABUT4F",46000
16592,37,435,61000,"2024-06-21","INDIA","Mumbai","FAY026",1271000
16593,51,147,10000,"2023-06-24","CHINA","Chengdu","XQSM1V",1889000
16594,48,470,27000,"2024-04-13","CANADA","Ottawa","UP28AS",482000
16595,11,482,53000,"2024-11-15","FRANCE","Strasbourg","R50KH9",1353000
16596,14,248,71000,"2024-04-01","INDIA","Delhi","6074H8",1955000
16597,34,455,24000,"2024-07-24","CANADA","Montreal","SQ2235",1040000
16598,27,106,76000,"2023-11-01","JAPAN","Nagoya","ZO0SQ8",413000
16599,36,28,48000,"2023-03-02","ISRAEL","Jerusalem","02RYEG",32000
16600,61,265,81000,"2024-07-07","BRAZIL","Brasília","HB6AK6",1920000
16601,41,44,95000,"2024-10-15","INDIA","Delhi","4GMPLB",1967000
16602,17,372,64000,"2024-01-18","INDIA","Chennai","4X8PX5",1667000
16603,35,264,97000,"2023-08-12","INDIA","Mumbai","DKNE9A",291000
16604,47,320,86000,"2024-02-23","JAPAN","Tokyo","IQ81PO",1799000
16605,63,225,64000,"2023-07-05","ISRAEL","Ramat Gan","K4VI49",747000
16606,47,392,71000,"2024-07-29","CANADA","Toronto","K1ZK68",1649000
16607,32,315,81000,"2024-06-18","FRANCE","Bordeaux","KK4OF7",446000
16608,17,101,86000,"2023-10-05","CHINA","Beijing","81FEBV",811000
16609,72,109,17000,"2024-03-29","CANADA","Vancouver","ORFZ76",876000
16610,53,293,37000,"2024-11-07","CHINA","Guangzhou","QH8V8R",1952000
16611,49,300,9000,"2024-08-17","JAPAN","Kyoto","7PA6GT",630000
16612,26,452,87000,"2023-05-26","GERMANY","Munich","A833BZ",538000
16613,2,67,47000,"2023-12-21","JAPAN","Nagoya","3UNJ30",611000
16614,55,168,22000,"2023-08-03","BRAZIL","Rio de Janeiro","LTHL1V",674000
16615,10,61,66000,"2024-10-31","CHINA","Guangzhou","LOSLOO",282000
16616,20,370,87000,"2023-06-04","JAPAN","Tokyo","U8876X",1340000
16617,25,34,48000,"2024-02-06","CANADA","Ottawa","ABSQCS",174000
16618,56,315,93000,"2023-04-28","JAPAN","Kyoto","4JPALP",1653000
16619,55,93,2000,"2023-06-12","BRAZIL","Fortaleza","L7V6TA",514000
16620,65,32,23000,"2024-12-29","BRAZIL","Fortaleza","D3IPNP",562000
16621,29,219,8000,"2024-07-09","GERMANY","Munich","324ZAV",1521000
16622,37,159,63000,"2023-12-30","CHINA","Beijing","ACZ3VS",190000
16623,1,101,20000,"2023-03-16","INDIA","Bangalore","MQ8ZZU",1537000
16624,48,471,76000,"2024-09-02","CANADA","Calgary","85OQFZ",1767000
16625,71,7,43000,"2023-11-28","FRANCE","Strasbourg","TEZUJU",1661000
16626,56,359,4000,"2024-01-19","SPAIN","Barcelona","UO7I5G",893000
16627,3,436,15000,"2023-11-30","CANADA","Toronto","G81S0J",821000
16628,12,123,59000,"2023-07-24","ISRAEL","Tel Aviv","9EIZJ2",545000
16629,57,98,64000,"2024-06-12","ISRAEL","Tel Aviv","NY7Q43",716000
16630,73,166,55000,"2024-07-30","JAPAN","Osaka","9CCCQ3",1518000
16631,47,275,24000,"2024-11-24","CANADA","Toronto","93I32D",885000
16632,64,81,93000,"2023-12-25","SPAIN","Madrid","1DTSSM",735000
16633,16,179,45000,"2024-07-04","ISRAEL","Petah Tikva","YA5YEK",865000
16634,13,206,97000,"2024-05-12","FRANCE","Bordeaux","SHD3AH",1461000
16635,48,382,27000,"2024-08-18","SPAIN","Granada","NT6LV1",1985000
16636,12,198,23000,"2023-03-02","CHINA","Chengdu","726IM6",74000
16637,9,350,84000,"2024-03-27","GERMANY","Berlin","5SKPEE",91000
16638,33,124,49000,"2024-12-25","CANADA","Edmonton","MUAL4T",831000
16639,34,489,26000,"2024-07-16","CANADA","Montreal","HNR53M",1956000
16640,2,386,81000,"2023-09-12","JAPAN","Fukuoka","9SMRE7",1751000
16641,28,101,71000,"2023-08-24","ISRAEL","Ramat Gan","RZJ5NS",1378000
16642,53,210,52000,"2024-09-09","CHINA","Shanghai","TQ493Y",1062000
16643,17,261,39000,"2024-12-30","INDIA","Hyderabad","VK2KN9",1331000
16644,63,290,5000,"2023-10-03","SPAIN","Málaga","8KBHR9",1810000
16645,26,216,82000,"2023-10-26","FRANCE","Marseille","I946CX",1351000
16646,37,426,57000,"2024-12-11","GERMANY","Hamburg","QI1KBT",349000
16647,11,269,44000,"2023-05-27","CANADA","Ottawa","HOPKBU",813000
16648,48,299,60000,"2023-09-14","INDIA","Delhi","K0MUZE",1171000
16649,65,46,75000,"2023-05-08","JAPAN","Nagoya","6X4Q99",454000
16650,68,76,76000,"2023-09-04","CANADA","Vancouver","OA190O",1614000
16651,7,6,65000,"2023-05-28","GERMANY","Frankfurt","L8UXXI",1244000
16652,9,229,41000,"2024-06-16","SPAIN","Granada","6MJ5VY",844000
16653,20,94,16000,"2023-12-28","GERMANY","Hamburg","0KU7KV",1590000
16654,28,149,18000,"2024-09-23","JAPAN","Nagoya","2IGL5Z",482000
16655,59,445,11000,"2024-11-17","CHINA","Chengdu","M5KA9M",738000
16656,50,250,72000,"2024-02-04","ISRAEL","Tel Aviv","Z0D84V",1207000
16657,3,492,34000,"2024-12-07","BRAZIL","Rio de Janeiro","B1D1YF",21000
16658,2,51,61000,"2023-02-27","SPAIN","Valencia","VQXLO3",1607000
16659,63,392,61000,"2023-10-02","FRANCE","Marseille","K2NMB0",1787000
